Delta Power,Theta Power,Alpha Power,Beta Power,Gamma Power,Class,Rdelta,Rtheta,Ralpha,Rbeta,Rgamma,,(Theta+alpha)/beta,Alpha/beta,(Theta+alpha)/(alpha+beta),Theta/beta,,rdelta,rtheta,ralpha,rbeta
11009.071,2434.547,1331.484,3031.841,537.759,0,0.60012264,0.132711177,0.072581392,0.16527066,0.029314131,,1.546912424,0.43916683,0.688943229,0.802992967,,,0.358133692,0.195867766,0.445998542
14585.115,2487.913,1078.543,2857.997,577.833,0,0.675630892,0.11524838,0.049961688,0.132391898,0.026767141,,1.433513149,0.377377233,0.667137307,0.870509311,,,0.387256783,0.167880908,0.44486231
13147.121,2113.388,1333.286,3025.375,607.777,0,0.649980494,0.104483786,0.065916324,0.14957151,0.030047886,,1.63087611,0.44070107,0.670720561,0.698554064,,,0.326540791,0.206006784,0.467452425
22775.954,2750.068,1573.833,2761.196,718.028,0,0.744821451,0.08993299,0.051467639,0.090296899,0.023481021,,1.572288758,0.569982355,0.784557045,0.995969862,,,0.38814825,0.22213288,0.38971887
6559.351,1884.264,1066.908,2434.134,627.943,0,0.521717942,0.149870671,0.084859774,0.193606255,0.049945357,,1.56622002,0.43831112,0.683395092,0.774100358,,,0.349889867,0.198114648,0.451995485
19175.776,2238.339,1478.228,3348.854,812.339,0,0.70880849,0.082737392,0.054640843,0.123786185,0.030027091,,1.660412922,0.441413092,0.665193953,0.668389545,,,0.316801929,0.209220088,0.473977984
13987.808,2475.378,1266.855,3397.891,794.917,0,0.638046998,0.112913153,0.057786969,0.154993131,0.036259749,,1.511782443,0.37283568,0.637163563,0.72850424,,,0.346685576,0.177427591,0.475886833
17087.205,2232.387,1162.061,2323.031,440.39,0,0.735089292,0.096036993,0.04999171,0.099936485,0.018945519,,1.520546393,0.500234823,0.745145231,0.960980288,,,0.390449532,0.203247095,0.406303373
18986.711,2155.59,1099.24,2010.572,397.023,0,0.770278966,0.087450935,0.044595478,0.081567646,0.016106974,,1.509948552,0.546729985,0.781253825,1.072127733,,,0.409387545,0.208766586,0.381845869
27320.862,2284.561,1243.7,3238.267,780.573,0,0.783551996,0.065520346,0.035668846,0.092872274,0.022386539,,1.544393431,0.384063451,0.638850422,0.705488769,,,0.337626771,0.183801796,0.478571433
11774.273,2177.921,1004.798,2947.3,611.814,0,0.635893584,0.117623057,0.054266162,0.159174937,0.033042261,,1.461356495,0.340921521,0.620991563,0.738954636,,,0.355287806,0.163914337,0.480797857
8526.735,2301.312,1396.671,3123.356,809.758,0,0.52771529,0.142427029,0.086439257,0.193302913,0.050115511,,1.606902063,0.447169967,0.681697571,0.73680746,,,0.33736954,0.20475027,0.45788019
14038.551,1747.457,1206.186,3193.763,689.906,0,0.672477636,0.083707054,0.057778977,0.15298831,0.033048023,,1.690252178,0.377669226,0.597755817,0.547146736,,,0.284259247,0.196210564,0.519530189
14700.446,2910.757,1463.773,3075.123,761.92,0,0.641604129,0.127040616,0.063886688,0.134214405,0.033254162,,1.502883958,0.4760047,0.730808169,0.94654978,,,0.390723836,0.196488749,0.412787414
19323.338,2909.69,1553.96,2996.872,670.238,0,0.703841663,0.105983813,0.056602115,0.109159368,0.02441304,,1.534063766,0.518527318,0.755710344,0.970909001,,,0.390011584,0.208291055,0.401697361
8136.706,2168.801,1230.939,2671.677,572.89,0,0.550483651,0.146728847,0.083278392,0.180750602,0.038758507,,1.567566596,0.460736459,0.702356255,0.811775151,,,0.357214963,0.202743281,0.440041756
9176.953,2318.262,1249.767,2605.187,581.906,0,0.576004883,0.145509107,0.078443454,0.163518374,0.036524182,,1.53909653,0.479722569,0.724701119,0.889863952,,,0.375535539,0.202449906,0.422014554
24977.945,2330.823,1586.393,3448.135,719.339,0,0.755473513,0.070497194,0.047981445,0.104290992,0.021756856,,1.680614959,0.460072764,0.67784123,0.675966283,,,0.316457831,0.215385933,0.468156236
7691.116,2540.551,1423.537,3055.853,665.602,0,0.500181216,0.165221262,0.092577783,0.198733223,0.043286516,,1.560326087,0.465839489,0.708327705,0.831372124,,,0.361904894,0.202784753,0.435310354
17676.141,2635.036,1244.008,2837.676,678.826,0,0.705023998,0.105100068,0.049618041,0.113182491,0.027075402,,1.472102848,0.438389725,0.708797393,0.928589451,,,0.392309937,0.185210639,0.422479424
13580.274,2175.616,1299.611,3692.062,884.52,0,0.627783926,0.100573579,0.060077941,0.170675288,0.040889266,,1.597353117,0.352001402,0.59226614,0.589268544,,,0.303547966,0.181325324,0.51512671
11822.953,1838.774,1203.967,2425.989,473.78,0,0.665502104,0.103502734,0.067770089,0.136556475,0.026668599,,1.654766165,0.496278837,0.713460748,0.757948202,,,0.33623419,0.220154771,0.443611039
15909.681,2712.071,1089.467,2071.575,569.692,0,0.711763381,0.121331963,0.048740306,0.092677611,0.02548674,,1.401710353,0.52591241,0.794694674,1.309183109,,,0.461777425,0.185500773,0.352721802
10463.894,2177.016,1074.184,2193.069,491.862,0,0.638041344,0.132744676,0.065498925,0.133723516,0.02999154,,1.493420352,0.489808574,0.743967223,0.992680121,,,0.399872967,0.19730546,0.402821573
17344.436,2474.506,1202.27,2614.159,637.87,0,0.714549656,0.101943782,0.049530675,0.107697155,0.026278732,,1.485862633,0.459906991,0.722542356,0.94657823,,,0.393344709,0.191111496,0.415543794
15532.105,2540.199,968.091,2351.844,470.37,0,0.710441512,0.116189198,0.044280671,0.107573803,0.021514816,,1.38110833,0.411630618,0.717142102,1.08008822,,,0.433471146,0.165199465,0.401329389
7908.468,2428.999,1049.785,2331.244,502.264,0,0.556121332,0.170806553,0.073820597,0.163932448,0.035319069,,1.432188321,0.450311079,0.730799667,1.041932548,,,0.418070102,0.180685016,0.401244882
6547.364,1803.994,819.988,1655.27,368.435,0,0.5848445,0.161142098,0.07324558,0.147857299,0.032910524,,1.454540314,0.49538021,0.758537654,1.089848786,,,0.421567601,0.19161947,0.386812929
9812.94,2045.862,1421.794,3845.985,735.951,0,0.549358848,0.114533707,0.079596442,0.215310181,0.041200822,,1.694960853,0.369682669,0.588551604,0.531947472,,,0.279732352,0.194403034,0.525864614
24586.968,2339.7,1217.636,3137.744,744.349,0,0.767709462,0.073055361,0.038019762,0.097973681,0.023241734,,1.520423986,0.388060976,0.649451825,0.745663126,,,0.349465578,0.181870269,0.468664153
23463.383,2196.709,1427.471,2541.715,543.625,0,0.777630943,0.072804032,0.0473097,0.084238331,0.018016994,,1.64982253,0.561617254,0.764849241,0.864262516,,,0.356267663,0.231510754,0.412221583
29067.528,2300.354,1247.633,2703.183,538.01,0,0.810658022,0.064154077,0.034794968,0.075388488,0.015004445,,1.542365653,0.461542189,0.709095786,0.850979752,,,0.367987753,0.199583918,0.432428329
17849.968,2272.89,1224.529,2428.871,505.657,0,0.735113684,0.093604232,0.050429672,0.100027984,0.020824428,,1.538754185,0.504155634,0.743852995,0.935780451,,,0.383526625,0.206626574,0.409846801
28797.869,2292.128,1307.327,2863.087,609.225,0,0.802848097,0.063901624,0.03644662,0.079819238,0.016984421,,1.570355146,0.456614486,0.698216272,0.800579235,,,0.35467901,0.202292999,0.443027991
10849.71,2092.933,906.189,2518.426,588.054,0,0.639900345,0.123438189,0.053445728,0.148533156,0.034682582,,1.432975638,0.359823556,0.650377036,0.831048044,,,0.379323025,0.164237629,0.456439346
6660.432,2334.219,1520.612,3513.098,743.655,0,0.450881721,0.158016279,0.102938692,0.237821161,0.050342147,,1.651443588,0.432840758,0.659247823,0.664433215,,,0.31680802,0.206382553,0.476809426
21499.053,2286.89,1264.694,2372.026,665.526,0,0.765412573,0.081418207,0.045025829,0.084449232,0.023694158,,1.553019166,0.533170378,0.762319819,0.964108319,,,0.386063566,0.213500551,0.400435883
9191.703,2175.872,1206.73,3050.937,712.912,0,0.562591282,0.133177347,0.073859629,0.186736947,0.043634795,,1.554596042,0.395527669,0.647163881,0.713181557,,,0.338207633,0.187568615,0.474223751
15870.742,1862.539,991.889,1673.304,407.401,0,0.762800988,0.089519859,0.047673506,0.080424592,0.019581056,,1.532546701,0.592772742,0.807283581,1.113090628,,,0.411362466,0.219069724,0.36956781
12770.001,1900.19,1096.024,2796.846,593.107,0,0.666626071,0.099194682,0.057215201,0.146002374,0.030961673,,1.576797057,0.391878566,0.637894621,0.679404586,,,0.328011448,0.189196038,0.482792514
28072.061,2221.254,1272.06,2935.927,721.549,0,0.79698435,0.063062868,0.036114623,0.083352906,0.020485253,,1.572676515,0.433273716,0.677368896,0.756576713,,,0.345492415,0.197855392,0.456652193
30548.487,2497.905,1017.038,2550.501,777.918,0,0.816982519,0.066803463,0.027199457,0.06821008,0.020804481,,1.407156397,0.398760087,0.696248083,0.979378169,,,0.411825581,0.16767742,0.420496999
27879.552,2312.274,1027.205,2778.89,753.586,0,0.802254475,0.066537373,0.029558574,0.07996459,0.021684988,,1.444240172,0.369645794,0.655936246,0.832085473,,,0.377923267,0.167888697,0.454188036
22302.106,2327.941,1014.447,2623.683,598.216,0,0.772597602,0.080645372,0.035142839,0.090890573,0.020723614,,1.435770065,0.386649988,0.675008442,0.887279828,,,0.390196664,0.170036025,0.439767311
8343.469,1719.863,981.542,2188.305,468.345,0,0.608944596,0.125523482,0.071637432,0.159712525,0.034181964,,1.570709411,0.448539852,0.691220285,0.785933862,,,0.351731084,0.20073624,0.447532676
20669.558,2457.47,1157.35,3059.001,670.628,0,0.737829401,0.087722902,0.041313262,0.109195411,0.023939025,,1.470951833,0.378342472,0.655277622,0.803357044,,,0.368225339,0.173416398,0.458358263
12553.376,2605.898,1338.152,2857.061,625.947,0,0.62828345,0.130422492,0.06697312,0.14299294,0.031327998,,1.513508971,0.468366619,0.721962219,0.912090431,,,0.383157693,0.196754913,0.420087395
25042.861,2237.771,1302.837,2610.168,716.42,0,0.784795245,0.070127452,0.040828413,0.08179766,0.022451229,,1.582203005,0.499139136,0.730332622,0.857328341,,,0.363819297,0.211816688,0.424364015
6285.918,1738.733,621.644,1559.986,357.861,0,0.595023997,0.164588189,0.058844722,0.147668026,0.033875065,,1.357527004,0.39849332,0.715543519,1.114582439,,,0.443513267,0.158567969,0.397918764
6217.344,1979.414,678.209,973.357,236.22,0,0.616522076,0.196281954,0.067252322,0.096519684,0.023423964,,1.342631203,0.696773126,0.900043722,2.033595074,,,0.545145939,0.186784009,0.268070053
7721.829,2314.397,1191.179,3269.351,660.643,0,0.50944288,0.152690907,0.078587296,0.215693405,0.043585512,,1.514682226,0.364347236,0.627817731,0.707907166,,,0.341612094,0.175821673,0.482566233
8625.914,1857.614,1142.132,2148.865,561.543,0,0.601693156,0.129576255,0.079668428,0.149892216,0.039169945,,1.614838174,0.531504771,0.748723755,0.864462868,,,0.360799058,0.221833034,0.417367908
8952.49,1728.744,872.743,2021.005,487.121,0,0.636639484,0.122936377,0.062063477,0.143719968,0.034640694,,1.504842244,0.431836141,0.693776303,0.855388285,,,0.373985288,0.188803572,0.437211141
13730.24,2118.186,722.369,2043.312,400.139,0,0.722102785,0.111399947,0.037990936,0.107462163,0.021044169,,1.341031902,0.353528487,0.682579927,1.036643449,,,0.433710828,0.147909228,0.418379944
29337.891,2262.681,1214.508,2455.52,599.946,0,0.817882477,0.063079079,0.033858085,0.068455049,0.01672531,,1.536756176,0.49460318,0.736973478,0.921467143,,,0.381390862,0.204713901,0.413895237
17690.392,2055.813,943.376,2345.316,495.747,0,0.751802288,0.087367477,0.04009138,0.09967071,0.021068144,,1.458882204,0.402238334,0.681459007,0.876561197,,,0.384659197,0.17651326,0.438827543
19359.328,1929.573,1035.167,2461.613,523.017,0,0.764927852,0.076241496,0.04090163,0.097263518,0.020665504,,1.53647465,0.42052386,0.675157008,0.783865295,,,0.355592974,0.190766616,0.45364041
23301.619,2217.899,972.397,2170.151,586.561,0,0.796673943,0.075829166,0.033245902,0.074196679,0.020054309,,1.438431597,0.448078037,0.727041852,1.022002156,,,0.413752622,0.181402223,0.404845156
19649.275,2148.123,1240.426,2670.985,674.345,0,0.744765959,0.08142025,0.047015834,0.101238275,0.025559681,,1.57744645,0.4644077,0.703148591,0.804243753,,,0.354503003,0.204706501,0.440790496
6856.239,2400.28,1039.686,2172.714,439.255,0,0.531154833,0.185950391,0.080544777,0.168320787,0.034029213,,1.433151966,0.478519492,0.752234969,1.104738129,,,0.4276531,0.185238781,0.387108119
22779.856,2188.129,1074.023,2065.796,482.213,0,0.796776581,0.076534722,0.037566365,0.072255851,0.016866482,,1.490840805,0.51990758,0.766856962,1.059218335,,,0.410688881,0.201582861,0.387728259
14983.024,2497.553,1469.363,3903.956,905.208,0,0.630622434,0.105119831,0.061844209,0.164314109,0.038099417,,1.588321049,0.376377961,0.619684515,0.63974927,,,0.317315921,0.186683636,0.496000443
20294.677,2135.856,1108.571,3123.597,805.295,0,0.738848113,0.077757984,0.040358641,0.113717688,0.029317574,,1.519028905,0.354902057,0.616875367,0.68378091,,,0.335403259,0.174083986,0.490512756
26938.057,2512.05,1381.283,3412.087,816.208,0,0.768348518,0.071650672,0.039398044,0.097322238,0.023280529,,1.549862861,0.404820569,0.65719834,0.73622097,,,0.343861133,0.189076467,0.4670624
13543.444,2626.082,1044.495,3172.615,723.59,0,0.641558456,0.124398573,0.049478153,0.150288064,0.034276753,,1.397738913,0.329222109,0.63300031,0.827734219,,,0.383751033,0.152632719,0.463616248
6278.018,1886.856,852.409,1862.903,426.235,0,0.555261298,0.166883579,0.075391585,0.164765048,0.03769849,,1.451761555,0.457570255,0.730517615,1.012857889,,,0.409992856,0.18521901,0.404788135
12809.517,1705.975,725.668,1698.242,377.038,0,0.73973155,0.098517651,0.041906304,0.098071082,0.021773413,,1.425368484,0.427305413,0.714303172,1.004553532,,,0.41308051,0.17571143,0.41120806
15510.907,1862.081,941.391,2081.972,423.054,0,0.745021628,0.089439684,0.045216998,0.100001513,0.020320177,,1.505558566,0.452163141,0.710809921,0.894383306,,,0.381148776,0.192693029,0.426158196
17284.906,1924.52,787.974,1427.606,331.189,0,0.794482031,0.088458483,0.036218374,0.065618368,0.015222745,,1.409439237,0.551954811,0.80918617,1.348075029,,,0.464848675,0.190327287,0.344824038
19311.508,2280.571,876.747,1885.613,398.437,0,0.780172292,0.092133577,0.035420005,0.076177532,0.016096594,,1.384441879,0.464966565,0.757844109,1.209458675,,,0.452231252,0.173856632,0.373912116
21203.488,2193.279,835.902,1831.656,399.869,0,0.801214199,0.082877226,0.03158615,0.069212612,0.015109812,,1.381119775,0.456364077,0.752603707,1.197429539,,,0.451214266,0.17196668,0.376819054
18152.133,1964.368,1133.393,2070.442,383.772,0,0.76578005,0.082870362,0.047814202,0.087345282,0.016190105,,1.576975903,0.547415962,0.767758829,0.948767461,,,0.380087237,0.219301177,0.400611586
19361.165,2031.708,768.352,1928.723,392.711,0,0.790811366,0.082985594,0.031383519,0.078779147,0.016040374,,1.378180329,0.398373432,0.707008909,1.053395433,,,0.429647121,0.162484089,0.40786879
8183.832,1754.888,743.397,1693.084,362.143,0,0.642506947,0.137775034,0.05836358,0.132922845,0.028431595,,1.423615068,0.439078628,0.724566499,1.0365038,,,0.418690886,0.177363768,0.403945346
21809.47,2374.534,916.299,2023.217,439.892,0,0.791247107,0.086148043,0.033243308,0.07340227,0.015959272,,1.38588582,0.452892102,0.748299074,1.173642768,,,0.446840734,0.172429503,0.380729764
13196.322,2071.608,983.982,1797.183,368.589,0,0.716502792,0.112479289,0.053425936,0.097579207,0.020012777,,1.47498465,0.547513525,0.789804877,1.152697305,,,0.426891594,0.202766954,0.370341452
10868.163,2044.473,678.707,1438.596,319.148,0,0.708065763,0.133198346,0.04421807,0.093725184,0.020792637,,1.331971613,0.471784295,0.781833492,1.421158546,,,0.49125013,0.163081098,0.345668772
14520.774,1716.397,788.105,1382.598,310.216,0,0.775761523,0.09169723,0.042103922,0.073864267,0.016573058,,1.45916242,0.57001746,0.808165873,1.241428817,,,0.441562347,0.202748836,0.355688817
21059.976,2210.117,795.961,2020.377,471.612,0,0.792979212,0.083218368,0.029970619,0.076074016,0.017757784,,1.360144282,0.393966572,0.710573753,1.093913166,,,0.439696963,0.158354347,0.401948689
14283.228,2163.076,1047.11,2110.865,425.367,0,0.713104365,0.107993721,0.052278008,0.105387035,0.021236871,,1.484083777,0.496057304,0.751106765,1.02473441,,,0.406512924,0.196786312,0.396700765
6439.519,1726.393,929.751,1857.565,326.773,0,0.570879293,0.153049011,0.082424727,0.164677734,0.028969235,,1.538551187,0.500521381,0.741120292,0.929384974,,,0.382477692,0.205983815,0.411538493
24419.805,2321.184,910.599,1759.456,371.089,0,0.819948155,0.07793881,0.030575345,0.059077568,0.012460122,,1.392299361,0.517545764,0.791979444,1.319262317,,,0.465051664,0.18243947,0.352508866
28314.34,2255.333,1343.416,2272.153,459.259,0,0.817282373,0.065099307,0.038777179,0.06558481,0.013256332,,1.595661927,0.591252438,0.794866953,0.992597329,,,0.384154428,0.228826167,0.387019405
22458.911,2545.554,851.898,2006.335,467.868,0,0.792744875,0.089851858,0.030069925,0.07081874,0.016514601,,1.334661139,0.424604067,0.746382875,1.268758208,,,0.47106853,0.157648331,0.371283139
25053.179,2436.723,1011.313,2059.388,437.971,0,0.808204242,0.078607584,0.032624501,0.066434927,0.014128747,,1.41502994,0.491074533,0.766892988,1.183226764,,,0.442443327,0.183627228,0.373929445
13823.005,2320.459,984.49,2089.144,418.845,0,0.703964409,0.118174055,0.050137139,0.106393872,0.021330526,,1.424265199,0.471240853,0.749489013,1.110722382,,,0.430185204,0.182512611,0.387302184
11993.984,2007.994,1176.313,2372.533,558.873,0,0.662296227,0.110879492,0.064954869,0.131008984,0.030860428,,1.585814997,0.495804695,0.726923267,0.846350293,,,0.361355375,0.211687398,0.426957227
20442.875,2049.951,977.836,1683.032,383.499,0,0.800513784,0.080273153,0.038290661,0.065905129,0.015017273,,1.477004572,0.580996677,0.811090487,1.218010709,,,0.43515809,0.207572399,0.357269511
13222.833,1902.104,756.095,1230.419,251.933,0,0.761535482,0.109546849,0.043545371,0.070862857,0.014509441,,1.397504553,0.614502052,0.84858084,1.545899405,,,0.48914653,0.194437973,0.316415498
10834.634,2012.851,693.362,1063.101,254.068,0,0.729211356,0.135472394,0.046665854,0.07155067,0.017099726,,1.344467623,0.652207081,0.879796889,1.893377017,,,0.534009902,0.183949122,0.282040976
31469.69,2429.757,949.778,1735.326,430.745,0,0.850180693,0.065641971,0.025659068,0.046881322,0.011636946,,1.390894233,0.547319639,0.811396796,1.400173224,,,0.475038716,0.185689895,0.33927139
6323.398,1596.932,692.372,1192.815,289.816,0,0.626368442,0.158185173,0.068583374,0.118155092,0.028707919,,1.433563859,0.580452124,0.820613482,1.338792688,,,0.458609255,0.198836398,0.342554347
21694.84,2669.922,1452.187,3343.199,675.279,1,0.72715031,0.089488312,0.048673243,0.112054672,0.022633462,,1.543906152,0.434370494,0.685519051,0.798612945,,,0.357643918,0.194524727,0.447831355
9800.113,2860.396,1262.707,2985.557,583.06,1,0.560267926,0.163527516,0.072188375,0.170682912,0.03333327,,1.441444821,0.4229385,0.705291849,0.958077839,,,0.402381884,0.177629399,0.419988718
25433.965,2543.657,1269.707,3022.868,640.102,1,0.77282692,0.077290607,0.038580841,0.091851733,0.019449899,,1.499165965,0.420033888,0.685052883,0.841471411,,,0.372084651,0.185731994,0.442183355
22375.682,2488.687,1441.537,3204.525,719.57,1,0.740181319,0.082325072,0.047685642,0.106004793,0.023803175,,1.579235959,0.449844205,0.690335087,0.776616503,,,0.348812131,0.202044529,0.449143341
24954.237,2776.764,1232.171,3357.672,648.118,1,0.7569009,0.08422358,0.037373667,0.101843425,0.019658429,,1.443743509,0.366971819,0.653513216,0.826990844,,,0.376939343,0.167264386,0.455796271
12355.767,2367.977,1116.812,2939.251,571.851,1,0.638486222,0.122365587,0.057711437,0.151886262,0.029550491,,1.47163127,0.379964828,0.656611889,0.8056396,,,0.368611808,0.173848855,0.457539337
24407.461,2361.114,1531.85,2876.484,602.814,1,0.768019942,0.074296242,0.048202119,0.090513187,0.01896851,,1.648782736,0.532542507,0.743272775,0.820833351,,,0.348789739,0.226288761,0.4249215
9003.466,2800.146,1317.567,3262.885,608.809,1,0.529837774,0.164783554,0.077536447,0.192014911,0.035827314,,1.470535108,0.403804302,0.679150907,0.858181027,,,0.379392835,0.178517649,0.442089516
17172.676,2355.642,1278.24,3025.748,589.581,1,0.70316745,0.096456183,0.052339936,0.123894931,0.024141501,,1.542629143,0.422454216,0.675268286,0.778532118,,,0.353719651,0.191938591,0.454341758
18791.061,2495.433,1307.537,3046.675,741.209,1,0.712270546,0.094588774,0.049561868,0.115483467,0.028095345,,1.523971992,0.42916852,0.686195578,0.819067672,,,0.364315669,0.190891207,0.444793124
22617.857,2723.439,1217.605,3528.891,672.456,1,0.735295015,0.088537615,0.039583719,0.11472245,0.021861202,,1.447083632,0.345038994,0.630332052,0.771754922,,,0.364586707,0.163000749,0.472412544
18392.887,2481.027,1307.142,3358.858,680.036,1,0.701484442,0.094623636,0.049852955,0.128103143,0.025935824,,1.52685521,0.389162626,0.648671849,0.738651947,,,0.347141126,0.182893111,0.469965763
21508.984,2767.906,1287.047,3183.445,625.358,1,0.732277071,0.094233837,0.043817737,0.108380934,0.021290421,,1.464989418,0.404293776,0.681349999,0.869468767,,,0.382392071,0.177808266,0.439799663
14711.662,2618.546,955.155,2920.065,558.261,1,0.67597281,0.120317194,0.04388755,0.134171417,0.025651028,,1.364765408,0.327100595,0.645234157,0.896742367,,,0.403239969,0.147087992,0.449672039
18290.906,2767.253,1491.965,3194.356,770.087,1,0.689843662,0.104367271,0.056269635,0.120475511,0.029043921,,1.539150197,0.467062845,0.714441018,0.866294489,,,0.371265248,0.200167732,0.42856702
23564.43,2702.61,1500.506,3445.136,762.267,1,0.736965366,0.084522731,0.046927549,0.107744847,0.023839506,,1.555206264,0.435543328,0.683684069,0.784471208,,,0.353363095,0.196189404,0.450447501
16563.702,2470.678,1334.852,3469.412,708.144,1,0.674780831,0.100651784,0.054379905,0.141338736,0.028848744,,1.540277608,0.38474877,0.640651909,0.712131623,,,0.339614804,0.183486274,0.476898922
16267.286,2636.68,1397.108,2985.569,567.283,1,0.681954241,0.110534425,0.058569311,0.125160487,0.023781536,,1.529873932,0.46795368,0.717468757,0.883141539,,,0.375629848,0.199036464,0.425333688
25242.965,2265.787,1278.792,2287.473,579.876,1,0.797442752,0.071577781,0.040397925,0.072262857,0.018318685,,1.564391975,0.559041353,0.77847059,0.99051967,,,0.388505967,0.21926965,0.392224383
7362.65,2333.288,1554.077,2030.195,392.399,1,0.538496347,0.170654189,0.11366353,0.148486291,0.028699643,,1.66604594,0.765481641,0.89088579,1.149292556,,,0.394299002,0.262621249,0.343079749
13915.496,2606.997,1355.497,2397.662,507.64,1,0.669552061,0.125437154,0.065220515,0.115364881,0.024425389,,1.519945746,0.565341153,0.791761037,1.087307969,,,0.409895135,0.213123232,0.376981634
11066.319,2500.995,1283.4,2344.756,467.149,1,0.626538963,0.141598197,0.072661931,0.132752453,0.026448456,,1.513155764,0.547349063,0.780971825,1.066633373,,,0.408049174,0.209392785,0.382558041
16592.831,2657.289,1469.458,2395.068,518.897,1,0.702088172,0.112437183,0.062176797,0.101341894,0.021955955,,1.552991413,0.613534981,0.816796398,1.109483739,,,0.40744624,0.225314272,0.367239488
13994.91,2068.921,1131.238,2480.866,558.749,1,0.691629778,0.102246272,0.055905889,0.122604633,0.027613429,,1.546776798,0.455985128,0.703364575,0.833951128,,,0.364180936,0.199125686,0.436693378
13159.741,2479.307,1308.903,2173.09,418.698,1,0.673486017,0.126885369,0.066986719,0.11121387,0.021428024,,1.52793099,0.60232342,0.814249085,1.14091317,,,0.415900391,0.219566705,0.364532904
17140.868,2469.609,1126.563,2206.149,454.491,1,0.732588359,0.105549311,0.048148492,0.09428922,0.019424618,,1.456170592,0.510646833,0.76910995,1.119420764,,,0.425624332,0.194157304,0.380218364
20303.987,2691.914,1481.794,2564.926,542.148,1,0.736057895,0.097586969,0.053717832,0.092983414,0.019653889,,1.550461122,0.577714133,0.793957587,1.049509421,,,0.39947473,0.219895308,0.380629962
14896.92,2104.431,1189.405,2379.643,440.703,1,0.709002317,0.10015805,0.056608406,0.113256458,0.020974768,,1.565190781,0.499824974,0.734563257,0.884347358,,,0.37092426,0.209642972,0.419432768
13043.435,2530.329,1176.213,2972.552,626.441,1,0.64098748,0.124346785,0.05780209,0.146078745,0.0307849,,1.464845876,0.395691312,0.673563902,0.851231198,,,0.378843148,0.176103675,0.445053176
22422.773,2486.307,1405.356,2429.345,509.85,1,0.76649538,0.084991398,0.048040395,0.083044221,0.017428606,,1.565238323,0.578491733,0.791688061,1.023447472,,,0.393340271,0.222330995,0.384328734
22636.922,2518.221,1609.745,2919.414,621.816,1,0.746942317,0.083092826,0.053116173,0.096330846,0.020517837,,1.639238971,0.551393191,0.759147313,0.862577558,,,0.357327262,0.228417511,0.414255227
23595.097,2415.675,1285.405,2408.629,547.375,1,0.779946973,0.079851268,0.042489664,0.079618359,0.018093737,,1.532110073,0.533666663,0.767173876,1.002925316,,,0.395382988,0.21038727,0.394229742
21678.813,2246.379,1129.982,2514.408,499.059,1,0.772349933,0.080031627,0.040257809,0.089580682,0.017779949,,1.503023755,0.449402802,0.709202281,0.893402741,,,0.381338837,0.191822494,0.426838669
16145.59,2094.789,1239.072,2302.401,506.171,1,0.724406557,0.093987206,0.055593625,0.103302164,0.022710449,,1.591502056,0.538165159,0.758179883,0.909828045,,,0.371662815,0.219839319,0.408497866
14175.456,2663.239,1261.09,2471.34,555.953,1,0.670961503,0.126058085,0.059690696,0.116975002,0.026314713,,1.473517397,0.510285918,0.76429421,1.077649777,,,0.416412888,0.197178747,0.386408365
19056.818,2612.99,1328.388,2694.542,534.535,1,0.726603105,0.099628734,0.050649109,0.102738169,0.020380884,,1.508378524,0.49299213,0.742600892,0.969734374,,,0.393764542,0.200181437,0.406054021
13382.551,2435.477,1224.923,2374.208,528.795,1,0.670940633,0.122103811,0.061412104,0.11903206,0.026511392,,1.502949935,0.515929101,0.761047761,1.025806079,,,0.403584955,0.202983027,0.393432017
12762.472,2415.741,1565.942,2393.209,493.763,1,0.650114076,0.123056664,0.079768319,0.121908895,0.025152046,,1.648224292,0.654327307,0.827973466,1.009414974,,,0.378946185,0.245642122,0.375411693
12182.296,2913.995,1564.009,2738.12,567.915,1,0.610141821,0.145945413,0.078332303,0.137136836,0.028443628,,1.536723296,0.571198121,0.792270504,1.064232028,,,0.403817202,0.216738099,0.379444699
15297.592,2741.268,1097.676,2119.644,473.02,1,0.704010824,0.126155956,0.050516172,0.097548184,0.021768864,,1.400426372,0.517858659,0.789757971,1.293268115,,,0.460053288,0.184217469,0.355729243
21963.108,2465.623,1566.512,2675.7,594.093,1,0.750489697,0.084251494,0.053528449,0.091429923,0.020300436,,1.63534125,0.585458758,0.784260199,0.921487087,,,0.367573591,0.233534665,0.398891744
11054.478,2537.372,1412.886,2069.458,458.032,1,0.630523357,0.144726175,0.080587941,0.118037379,0.026125148,,1.556830453,0.682732387,0.85747857,1.226104613,,,0.421510251,0.234709744,0.343780006
13491.394,2546.531,1533.478,2740.636,533.026,1,0.647222448,0.122164695,0.073565518,0.131476491,0.025570849,,1.602183127,0.559533627,0.771681507,0.929175199,,,0.373356332,0.224828883,0.401814784
17527.84,2580.415,1311.363,2570.816,508.783,1,0.715444906,0.105326427,0.053526731,0.104934619,0.020767317,,1.508198487,0.510096016,0.755504461,1.003733834,,,0.399284714,0.202915888,0.397799398
13881.428,1860.232,1249.627,2145.367,470.973,1,0.707960632,0.094872878,0.06373168,0.109414923,0.024019888,,1.671758684,0.582477031,0.776378015,0.86709267,,,0.353977545,0.23778749,0.408234965
