Delta Power,Theta Power,Alpha Power,Beta Power,Gamma Power,Class,Rdelta,Rtheta,Ralpha,Rbeta,Rgamma,,(Theta+alpha)/beta,Alpha/beta,(Theta+alpha)/(alpha+beta),Theta/beta,,rdelta,rtheta,ralpha,rbeta
11426.669,2501.808,1358.782,2242.408,453.655,1,0.635403681,0.139118234,0.075557897,0.124693758,0.025226429,,1.543120016,0.605947713,0.813746676,1.115679216,,,0.409930988,0.222641725,0.367427287
17384.853,2245.725,1111.186,2177.974,390.377,1,0.74580726,0.096341224,0.047669692,0.093434717,0.016747107,,1.494800566,0.5101925,0.758847064,1.03110735,,,0.405740137,0.200760449,0.393499413
17044.145,1889.179,999.656,1879.826,416.483,1,0.766742697,0.084986029,0.044970219,0.084565278,0.018735777,,1.529148376,0.531781133,0.766471522,1.00497546,,,0.396165506,0.209630334,0.394204159
11255.341,2238.29,1243.092,3054.237,571.767,1,0.612944962,0.121893115,0.067696481,0.166328073,0.031137369,,1.555375756,0.407005743,0.657792015,0.732847516,,,0.342475594,0.190202642,0.467321764
18117.662,1609.548,670.225,1807.235,391.864,1,0.801789425,0.071229862,0.029660522,0.079978416,0.017341775,,1.416405724,0.370856585,0.667227916,0.890613562,,,0.393820614,0.163989158,0.442190228
21357.005,1870.462,903.215,1840.242,388.809,1,0.810213252,0.070959065,0.034264953,0.069812619,0.014750111,,1.482883373,0.490813165,0.747479993,1.016421753,,,0.4053955,0.195758747,0.398845753
12855.573,2033.137,1309.86,1941.695,381.368,1,0.69408421,0.109770937,0.070720546,0.104833899,0.020590409,,1.64425565,0.674596165,0.84104108,1.047093905,,,0.384721948,0.247859289,0.367418763
14218.731,1940.707,926.922,2158.492,486.976,1,0.720598771,0.098354141,0.046975982,0.109391385,0.024679721,,1.477620785,0.429430362,0.699558377,0.89910317,,,0.38612421,0.184420948,0.429454842
9822.896,2162.253,882.734,1755.978,405.039,1,0.653600463,0.143873005,0.058735769,0.116840088,0.026950675,,1.408247324,0.502702198,0.777133099,1.231366794,,,0.45037883,0.183865952,0.365755218
15500.748,2034.261,899.438,1928.331,377.714,1,0.747366456,0.098081617,0.043366281,0.092974217,0.018211429,,1.442144838,0.466433408,0.740348489,1.054933515,,,0.418397459,0.184992277,0.396610264
24879.715,2225.895,1117.948,2421.505,521.557,1,0.798280821,0.071419198,0.035870043,0.077695464,0.016734474,,1.502246512,0.461674867,0.719508327,0.919219659,,,0.386081638,0.193908156,0.420010206
15267.802,2876.295,1568.996,3239.806,779.244,1,0.64333853,0.121198284,0.066112698,0.136515527,0.032834961,,1.545492031,0.484287022,0.726817788,0.887798529,,,0.374269186,0.204160858,0.421569955
20455.247,2311.282,1013.798,2427.371,497.28,1,0.765971311,0.086548733,0.037962885,0.090895825,0.018621247,,1.438630163,0.417652679,0.701693076,0.952175007,,,0.401790819,0.176237572,0.421971608
21659.209,1778.125,1212.797,2732.145,518.099,1,0.776305301,0.063731222,0.043468842,0.097925028,0.018569607,,1.682065097,0.443899207,0.66313591,0.650816483,,,0.310694423,0.211913822,0.477391755
14566.375,2386.542,1142.805,2252.873,516.934,1,0.698107151,0.114377258,0.054769999,0.107971046,0.024774546,,1.478853923,0.507265612,0.76073104,1.059332683,,,0.412738014,0.197641217,0.389620768
19007.718,2417.554,1225.437,2580.364,590.794,1,0.73610936,0.093624291,0.047457335,0.099929413,0.0228796,,1.506891263,0.474908579,0.728901715,0.936904251,,,0.388464743,0.196909384,0.414625873
17350.321,2261.539,1005.684,1895.082,383.247,1,0.757792507,0.098774963,0.043924248,0.082769589,0.016738693,,1.444690098,0.530680994,0.786028604,1.193372635,,,0.438087056,0.194812976,0.367099968
13419.355,2076.069,1037.991,2254.528,554.725,1,0.693769598,0.107331057,0.05366328,0.11655724,0.028678825,,1.499979047,0.460402798,0.719083304,0.920844186,,,0.386706709,0.193345252,0.419948038
14994.192,2074.72,899.718,2377.856,527.401,1,0.718322946,0.099393084,0.043102562,0.113915343,0.025266066,,1.433657554,0.378373627,0.668026329,0.872517091,,,0.38763192,0.16809951,0.44426857
19021.884,2014.223,1095.224,2470.335,436.009,1,0.759730446,0.080447685,0.043743039,0.098664712,0.017414117,,1.543745156,0.443350396,0.693367551,0.815364313,,,0.360985967,0.196284371,0.442729662
21188.355,2185.501,1344.609,3068.395,649.57,1,0.745113047,0.076855674,0.047284733,0.107903664,0.022842881,,1.615240624,0.438212486,0.671903289,0.712261948,,,0.33121154,0.203774794,0.465013666
18601.212,2123.605,1184.647,2388.997,525.254,1,0.749332322,0.085547429,0.04772239,0.096238496,0.021159363,,1.557847151,0.495876303,0.733114066,0.888910702,,,0.372742178,0.207933162,0.41932466
16098.755,2198.094,1148.062,2382.833,485.688,1,0.721482693,0.098509902,0.05145161,0.106789175,0.02176662,,1.522298864,0.481805481,0.730453902,0.922470857,,,0.383679215,0.200395218,0.415925567
15259.025,2195.838,1381.297,2762.598,544.229,1,0.689113217,0.099166296,0.062380789,0.124761759,0.02457794,,1.629052325,0.499999276,0.721424054,0.794845287,,,0.346361274,0.217879365,0.435759361
24564.687,2419.614,1087.437,2000.279,422.118,1,0.805554478,0.079346865,0.035660529,0.065595532,0.013842596,,1.449425818,0.543642662,0.793469661,1.209638255,,,0.439344292,0.197452668,0.36320304
21724.792,1918.969,1222.366,1894.471,384.494,1,0.800321178,0.070693037,0.045030829,0.069790554,0.014164402,,1.636991009,0.64522814,0.823753619,1.012931314,,,0.381064918,0.242734927,0.376200155
22484.422,2465.506,1253.396,3161.232,715.139,1,0.747495013,0.081965791,0.041669173,0.105095215,0.023774809,,1.508372723,0.396489723,0.660933919,0.779919348,,,0.358351451,0.182176103,0.459472446
11021.11,1956.584,1000.324,1942.885,409.729,1,0.674873453,0.119810672,0.061254457,0.118971819,0.025089598,,1.511260442,0.514865265,0.758284782,1.007050855,,,0.399319726,0.20415638,0.396523894
18000.68,2160.122,1133.916,1867.431,515.91,1,0.760226165,0.091228846,0.047888892,0.078867571,0.021788526,,1.524931462,0.607206371,0.817875767,1.156734573,,,0.418509149,0.21968862,0.361802231
22534.878,2760.598,1529.181,2496.954,497.271,1,0.755725114,0.092578857,0.051282305,0.083737345,0.01667638,,1.553931069,0.612418571,0.81592707,1.105586246,,,0.406763902,0.225319163,0.367916934
20163.737,2496.83,1555.005,3448.688,700.052,1,0.71088405,0.088027166,0.054822588,0.121585463,0.024680733,,1.6227917,0.450897559,0.681494026,0.723994168,,,0.332887453,0.207319543,0.459793004
12747.426,2056.222,919.641,2009.607,363.674,1,0.704411167,0.113624958,0.050818525,0.111049055,0.020096294,,1.447247914,0.457622311,0.731920354,1.023196078,,,0.412442959,0.184464253,0.403092788
15217.532,2146.329,1217.868,2404.631,507.153,1,0.708005806,0.099859385,0.056662119,0.111877058,0.023595631,,1.567419068,0.506467728,0.739227987,0.89258144,,,0.372056334,0.211111858,0.416831807
11010.591,1722.349,922.633,1963.09,374.312,1,0.688464216,0.107694097,0.057689892,0.122747019,0.023404776,,1.535682954,0.469990169,0.717684379,0.877366295,,,0.373767814,0.200221047,0.426011139
12666.127,1994.607,1061.607,1848.371,413.983,1,0.70427255,0.110905801,0.059028357,0.102774665,0.023018628,,1.532238682,0.574347358,0.795272312,1.079116151,,,0.406682115,0.216451953,0.376865933
12366.77,2132.217,786.663,1962.602,451.73,1,0.698688281,0.12046436,0.044444282,0.110881582,0.025521495,,1.368941341,0.400826556,0.712822716,1.086423534,,,0.436797063,0.161152494,0.402050443
13556.635,1939.903,964.3,2152.129,404.495,1,0.712851957,0.102006409,0.05070603,0.113165942,0.021269663,,1.49708671,0.448067936,0.709721478,0.901387881,,,0.383658154,0.190711369,0.425630477
12339.823,2179.073,825.557,2331.267,383.055,1,0.683314511,0.120665604,0.045715006,0.129093308,0.021211572,,1.378856973,0.354123745,0.666164857,0.934716187,,,0.408379884,0.154717567,0.436902549
13662.065,2090.191,730.617,1998.683,402.899,1,0.723455615,0.110683152,0.038688805,0.105837473,0.021334955,,1.349545568,0.365549214,0.689874034,1.045784149,,,0.433695384,0.151596299,0.414708317
19088.065,2261.116,994.582,2479.277,444.811,1,0.755428905,0.089485885,0.039361559,0.09811982,0.017603832,,1.439863324,0.40115808,0.686799175,0.912006202,,,0.394267804,0.173423947,0.432308249
15619.791,1958.968,1068.489,2106.069,463.77,1,0.736189233,0.092329734,0.050359835,0.099262872,0.021858326,,1.545434637,0.507338079,0.744755091,0.93015376,,,0.38160282,0.208139396,0.410257784
19913.801,2172.932,1003.951,2266.492,478.302,1,0.770792822,0.084106514,0.038859393,0.087727891,0.018513379,,1.462025963,0.442953692,0.715607025,0.958720348,,,0.399188371,0.184435392,0.416376237
11333.835,2427.719,954.501,1682.963,400.874,1,0.674637373,0.144508012,0.056815901,0.100177013,0.023861701,,1.393167825,0.567155071,0.822788043,1.442526663,,,0.479295417,0.188443537,0.332261046
13861.762,2218.61,762.358,1976.305,422.875,1,0.720394285,0.115300924,0.039619664,0.102708359,0.021976768,,1.343619654,0.385749163,0.710614637,1.122605063,,,0.447546464,0.153785761,0.398667776
17037.039,2006.283,895.345,2135.957,403.407,1,0.757941788,0.089255282,0.039832003,0.095024204,0.017946723,,1.446270541,0.419177446,0.700497315,0.939289976,,,0.398262858,0.177732981,0.424004161
13337.917,1742.18,769.519,2071.408,421.557,1,0.727155955,0.09498009,0.041952602,0.112928928,0.022982425,,1.441698906,0.37149562,0.658618341,0.841060766,,,0.380130772,0.167903346,0.451965883
18851.853,2268.034,1186.341,2793.539,577.282,1,0.734190794,0.088329231,0.046202389,0.108795173,0.022482412,,1.523070201,0.424673148,0.682470647,0.811885569,,,0.363006597,0.189877934,0.447115469
16062.215,1871.124,911.458,2674.348,619.113,1,0.725541052,0.084519929,0.041171171,0.120802097,0.027965751,,1.487117903,0.340815032,0.612165689,0.69965614,,,0.3428895,0.167027614,0.490082885
14562.87,2331.28,1142.418,2967.227,624.387,1,0.673328438,0.107788995,0.052820806,0.137192622,0.028869139,,1.490038949,0.385011999,0.655599398,0.785676323,,,0.361948012,0.177368623,0.460683365
25124.495,1879.317,1237.736,3429.038,712.919,1,0.775842362,0.058033156,0.038221187,0.105888414,0.022014881,,1.658609484,0.360957213,0.58719754,0.548059543,,,0.287089959,0.18908017,0.52382987
20876.254,2381.006,1057.001,3064.366,664.729,1,0.744427807,0.08490446,0.037691673,0.109272442,0.023703618,,1.443930423,0.344933014,0.63136311,0.776997917,,,0.366174933,0.162556193,0.471268874
11579.788,2051.621,972.915,2180.154,408.723,1,0.67350972,0.11932746,0.056587194,0.126803264,0.023772362,,1.474217704,0.44625976,0.714720419,0.941044073,,,0.394186974,0.186930442,0.418882585
11609.913,1953.343,1158.506,3073.06,668.223,1,0.628818973,0.105797446,0.062747288,0.166443834,0.036192459,,1.593088874,0.376987758,0.619100577,0.635634514,,,0.315824049,0.187311729,0.496864222
16402.973,1811.019,900.937,1918.813,333.671,1,0.76766303,0.084756119,0.042164065,0.089800904,0.015615882,,1.497475178,0.469528297,0.7270987,0.943822561,,,0.391083857,0.194554511,0.414361632
15141.661,1955.516,664.442,1762.177,317.391,1,0.763142901,0.098558418,0.033488017,0.088814092,0.015996573,,1.33977835,0.377057469,0.704726829,1.109715993,,,0.44624732,0.151625178,0.402127502
13201.037,1501.509,1045.69,2533.895,517.546,1,0.702194883,0.079868872,0.055622764,0.134783965,0.027529516,,1.696426062,0.412680873,0.631212885,0.592569542,,,0.295508999,0.205800168,0.498690833
13415.929,1949.391,894.483,1968.806,438.101,1,0.718708814,0.104431418,0.047918621,0.105471505,0.023469642,,1.458852534,0.454327648,0.725811898,0.990138693,,,0.40505311,0.185859646,0.409087245
11054.033,1617.61,975.22,2292.727,412.3,1,0.676009501,0.098924956,0.059639589,0.140211743,0.025214211,,1.602877084,0.425353738,0.663070728,0.705539735,,,0.331100425,0.199612859,0.469286716
17413.308,1781.944,890.909,2101.559,430.099,1,0.769893331,0.078784962,0.039389695,0.092916076,0.019015936,,1.499964645,0.423927665,0.688258255,0.847915286,,,0.373227949,0.186600779,0.440171271
17538.002,2479.274,1203.768,2632.673,576.135,1,0.717892274,0.101485429,0.04927447,0.107764591,0.023583237,,1.485532458,0.457241746,0.720477345,0.941732604,,,0.392556346,0.190598847,0.416844807
19648.338,2126.236,1222.272,2151.188,461.152,1,0.767237897,0.083026302,0.047727874,0.084000639,0.018007288,,1.574852462,0.56818465,0.782832845,0.988400828,,,0.386609733,0.222243557,0.391146711
18844.071,1981.906,1263.012,2145.622,390.283,1,0.765244756,0.080483839,0.051290048,0.087132233,0.015849124,,1.637271394,0.58864609,0.786164988,0.92369765,,,0.367663722,0.234301573,0.398034705
11983.613,2196.623,926.394,1849.591,402.083,1,0.690367734,0.126545946,0.053368924,0.10655367,0.023163726,,1.421735546,0.500864245,0.771836833,1.187626346,,,0.441744654,0.186299423,0.371955923
14047.308,2003.206,895.808,1935.662,339.296,1,0.730820632,0.104218137,0.046605013,0.100704115,0.017652102,,1.447187159,0.462791541,0.736001816,1.034894522,,,0.414341313,0.185288114,0.400370573
11751.435,2259.188,829.458,1907,455.242,1,0.683130703,0.131330402,0.04821779,0.110857121,0.026463984,,1.367148728,0.434954379,0.741360207,1.184681699,,,0.452231403,0.166036184,0.381732413
14556.405,1860.512,947.622,1928.222,442.663,1,0.737577515,0.094272715,0.048016298,0.097703601,0.02242987,,1.50933399,0.491448599,0.741180035,0.964884749,,,0.392815067,0.200074065,0.407110868
13260.006,1847.47,1248.184,2026.605,397.398,1,0.706083277,0.0983761,0.066464664,0.107914876,0.021161083,,1.675618007,0.615899004,0.799069197,0.91160833,,,0.360674851,0.243678424,0.395646725
7414.281,1988.476,1078.856,2696.525,514.053,1,0.541497047,0.145227013,0.078793525,0.196938898,0.037543517,,1.542554197,0.400091229,0.654713201,0.737421682,,,0.344990516,0.187176052,0.467833432
11337.723,2887.391,1174.072,2551.188,506.815,1,0.614271382,0.156437202,0.063610553,0.138221915,0.027458948,,1.406620371,0.46020599,0.746787534,1.131782918,,,0.436646513,0.177549367,0.38580412
13054.669,2257.295,926.771,2043.563,385.014,1,0.699333091,0.120922337,0.04964673,0.109472805,0.020625037,,1.410567073,0.453507428,0.740332743,1.104587918,,,0.431800918,0.177283239,0.390915843
15451.502,2418.621,1373.814,2316.136,469.855,1,0.701386859,0.109787967,0.062361257,0.105135886,0.021328032,,1.56801541,0.593149107,0.800977748,1.044248265,,,0.395938919,0.224899408,0.379161673
15613.933,2228.014,1002.686,2536.455,483.875,1,0.714107451,0.101898823,0.045858116,0.116005456,0.022130154,,1.450035772,0.39530999,0.67808186,0.878396818,,,0.386328094,0.173861462,0.439810444
14278.052,2638.575,1167.941,2676.481,479.861,1,0.672195871,0.124221373,0.05498545,0.126005948,0.022591358,,1.442640819,0.436371863,0.716176085,0.985837374,,,0.406999263,0.180154487,0.41284625
13200.365,1939.65,893.364,1756.083,346.388,1,0.727860288,0.106951149,0.04925956,0.096829374,0.019099629,,1.460580002,0.508725385,0.766563494,1.104532075,,,0.422664851,0.194670978,0.382664171
18574.66,2388.697,1389.147,2901.033,517.504,1,0.72075707,0.092689193,0.05390341,0.112569492,0.020080834,,1.581550109,0.478845639,0.714184656,0.823395322,,,0.357649497,0.207991104,0.434359399
18674.969,2397.012,1096.193,2216.713,435.43,1,0.752406547,0.096574593,0.044165149,0.089310423,0.017543289,,1.457316442,0.494512821,0.757133336,1.081336195,,,0.419797973,0.191980515,0.388221512
13263.272,1718.764,899.779,1552.962,291.237,1,0.748237703,0.096962803,0.050760368,0.087609205,0.01642992,,1.523503518,0.579395375,0.800355225,1.106765008,,,0.412024917,0.215696493,0.37227859
9467.119,2008.762,821.295,1525.248,308.548,1,0.669955259,0.142153137,0.058120206,0.107936524,0.021834874,,1.408856301,0.538466531,0.800806166,1.317006808,,,0.461221889,0.188573475,0.350204635
9821.687,1774.111,793.878,1522.738,281.717,1,0.69195409,0.124989054,0.055930018,0.10727941,0.019847428,,1.447479329,0.521349044,0.778922238,1.165079613,,,0.433690882,0.194067705,0.372241413
9101.125,2035.584,851.625,1668.492,306.902,1,0.651768998,0.145776543,0.060988369,0.119487575,0.021978515,,1.418368881,0.510415992,0.779468078,1.22001424,,,0.446821247,0.186936105,0.366242648
15112.593,2216.289,971.585,1587.603,352.601,1,0.746644862,0.109496815,0.04800162,0.078436283,0.01742042,,1.438383713,0.611982341,0.838055865,1.395996984,,,0.464097932,0.203452974,0.332449094
15926.919,2392.496,1451.766,3745.345,647.614,1,0.659113836,0.099010186,0.060079357,0.154995998,0.026800623,,1.606799761,0.387618764,0.626321536,0.638791887,,,0.315233187,0.191283422,0.493483391
10699.026,2231.347,976.254,2607.627,471.364,1,0.629887355,0.131366842,0.05747533,0.153519701,0.027750771,,1.437517786,0.374384066,0.662867996,0.855700221,,,0.383707569,0.167878886,0.448413545
17015.504,2978.538,1253.596,2639.83,485.08,1,0.698142188,0.122208724,0.051434754,0.108311614,0.01990272,,1.420876282,0.474877549,0.753267497,1.128306747,,,0.433433295,0.182421794,0.384144911
14577.976,2459.051,1082.895,2586.065,494.383,1,0.687628376,0.115990947,0.051079061,0.121982069,0.023319546,,1.440371103,0.418742375,0.702054423,0.950885225,,,0.401280448,0.176712313,0.422007239
11117.381,2423.781,1113.768,2231.506,373.557,1,0.644112718,0.140427693,0.064528879,0.12928777,0.02164294,,1.459516763,0.499110466,0.759899229,1.086163784,,,0.42013484,0.193059002,0.386806158
13081.863,2246.198,1141.859,2544.157,510.819,1,0.670009356,0.115042764,0.058482207,0.130303229,0.026162444,,1.508351891,0.448816248,0.707266372,0.882884979,,,0.378644128,0.192484459,0.428871413
8326.221,2512.128,1404.879,2699.973,464.621,1,0.540389226,0.163042382,0.091179597,0.175233917,0.030154878,,1.559238622,0.520330759,0.751521699,0.930427082,,,0.379648722,0.212314228,0.40803705
9467.662,2668.149,1098.691,3035.814,601.014,1,0.561168681,0.158146927,0.065121778,0.179939222,0.035623392,,1.411780227,0.361909854,0.660389978,0.878890802,,,0.392221771,0.16150917,0.446269059
18959.183,2836.466,1337.353,2963.744,568.976,1,0.710994549,0.106371243,0.050152514,0.111144337,0.021337356,,1.471485644,0.451237691,0.719597911,0.957054995,,,0.397399785,0.187368294,0.415231922
17690.911,2338.831,1411.576,2833.126,523.636,1,0.713398416,0.094315003,0.056922794,0.114247797,0.02111599,,1.603539118,0.498239754,0.725142726,0.825530174,,,0.355254694,0.214410105,0.430335201
12242.26,2806.482,1249.513,2568.103,470.22,1,0.633114091,0.145138504,0.064619138,0.132810625,0.024317643,,1.445223949,0.486550968,0.754661988,1.09282299,,,0.423677609,0.188631418,0.387690973
10274.202,2516.899,1095.085,2681.203,540.408,1,0.600556694,0.147119994,0.064010872,0.156724036,0.031588404,,1.435092946,0.408430469,0.694865934,0.938720045,,,0.399940285,0.174011197,0.426048519
10825.262,2576.916,1242.446,2824.975,490.411,1,0.602742537,0.143480766,0.069178469,0.157292507,0.02730572,,1.482144548,0.439807786,0.707041664,0.912190727,,,0.387836439,0.186993224,0.425170337
12627.568,2486.316,1270.018,2544.467,455.916,1,0.651433262,0.128264519,0.065517918,0.131264424,0.023519877,,1.510803132,0.499129287,0.746669852,0.977146098,,,0.394603162,0.201564531,0.403832306
8225.018,2171.727,1246.92,2637.134,414.2,1,0.559715451,0.147786808,0.084853357,0.179457923,0.02818646,,1.574160564,0.472831491,0.710905763,0.82351788,,,0.358620465,0.205905729,0.435473806
12331.743,2197.763,1060.128,2620.736,479.88,1,0.659795508,0.117588743,0.056720911,0.140219419,0.025675419,,1.482366843,0.404515373,0.676121547,0.838605262,,,0.373856514,0.180335987,0.445807499
8786.016,2378.592,1389.98,2721.431,473.433,1,0.557861696,0.151026969,0.088255769,0.172795282,0.030060284,,1.584370922,0.51075335,0.738932354,0.874022527,,,0.366500909,0.214172474,0.419326617
13640.253,2315.484,1350.054,2411.408,463.132,1,0.6759182,0.114739644,0.066899497,0.119492986,0.022949673,,1.583054774,0.559861293,0.775464724,0.960220751,,,0.381027575,0.222159947,0.396812478
10571.784,2629.149,1588.617,3144.552,579.093,1,0.571040493,0.142014871,0.085809986,0.169854636,0.031280014,,1.604232396,0.505196607,0.730513409,0.836096525,,,0.357108862,0.215776743,0.427114395
11755.3,2410.64,1121.22,2906.17,523.767,1,0.628051455,0.128793477,0.05990352,0.155268202,0.027983346,,1.465112999,0.385806749,0.664281778,0.82949036,,,0.374437522,0.174155759,0.451406719
11307.513,1792.471,1053.795,2477.031,463.618,1,0.66147361,0.104857033,0.061645526,0.14490283,0.027121001,,1.587900725,0.42542665,0.666650584,0.723636886,,,0.33672196,0.197959084,0.465318956
16911.725,2388.215,1304.725,2688.174,502.399,1,0.710718884,0.10036525,0.054831349,0.112971091,0.021113426,,1.546318066,0.485357347,0.727473801,0.888415333,,,0.374263021,0.20446665,0.42127033
12843.589,2441.47,1075.372,2926.168,530.354,1,0.64811119,0.123201079,0.054265255,0.147659834,0.026762641,,1.44046087,0.367501798,0.655193588,0.834357426,,,0.378933138,0.16690522,0.454161642
9337.328,2746.652,963.171,2437.492,481.265,1,0.584829125,0.172032308,0.060326729,0.152668549,0.03014329,,1.350670926,0.395148374,0.715609559,1.126835288,,,0.44680515,0.156681576,0.396513274
10467.82,2161.419,929.533,2456.323,433.281,1,0.636404469,0.131406225,0.056512144,0.14933529,0.026341871,,1.430056828,0.37842458,0.669364378,0.879940871,,,0.389636173,0.167565697,0.442798131
13500.164,2896.115,1106.436,2297.765,441.323,1,0.666944738,0.14307594,0.054660941,0.113515827,0.021802554,,1.382041459,0.481527049,0.770628316,1.26040522,,,0.459677737,0.175615953,0.36470631
13929.49,1831.419,630.911,1285.288,238.981,1,0.777484975,0.102222031,0.035214773,0.071739318,0.013338904,,1.344492986,0.490871307,0.790042182,1.424909437,,,0.488688815,0.168349869,0.342961316
6923.789,2105.43,704.136,803.197,186.659,1,0.645682436,0.196343241,0.06566466,0.074902657,0.017407006,,1.334438096,0.876666621,0.96594235,2.621312082,,,0.582775565,0.19490235,0.222322084
7804.772,1885.496,598.565,941.8,208.959,1,0.682259647,0.164821962,0.052323981,0.082328111,0.018266298,,1.317457581,0.635554258,0.878599552,2.002013166,,,0.550371425,0.174719581,0.274908994
11989.495,2259.795,737.211,1252.32,287.376,1,0.725484212,0.136740171,0.04460863,0.07577787,0.017389119,,1.326229149,0.588676217,0.853333675,1.804486872,,,0.531800808,0.173488925,0.294710267
13354.922,2164.054,709.701,1406.547,252.863,1,0.746581901,0.120977386,0.039674505,0.078630376,0.014135832,,1.327949765,0.504569702,0.804837897,1.538557901,,,0.505584419,0.165806291,0.32860929
9717.168,1728.785,636.509,1249.761,257.182,1,0.715054706,0.127215651,0.046838622,0.091965837,0.018925185,,1.368182857,0.509304579,0.794110281,1.383292486,,,0.478218174,0.176071733,0.345710093
19853.638,1958.072,960.891,1684.261,349.992,1,0.800328732,0.078932701,0.0387349,0.067894986,0.014108681,,1.490733231,0.570511934,0.801399268,1.162570409,,,0.425369697,0.208743046,0.365887256
15290.297,1819.389,866.766,1426.036,291.173,1,0.776407038,0.092384499,0.044012436,0.072410914,0.014785113,,1.476404991,0.60781495,0.827674342,1.275836655,,,0.442437863,0.210779606,0.34678253
6825.707,1933.838,832.661,2436.381,593.36,1,0.540780832,0.153212337,0.065969299,0.193027351,0.04701018,,1.430574329,0.341761408,0.633034409,0.793733821,,,0.371686066,0.160038479,0.468275455
9819.589,1753.57,589.028,1133.119,235.875,1,0.725700809,0.129594749,0.04353116,0.083741323,0.01743196,,1.335902188,0.519828897,0.811517278,1.547560318,,,0.504520362,0.169469494,0.326010144
6429.18,1783.138,580.703,826.039,232.453,1,0.652608386,0.181001436,0.058945565,0.083848948,0.023595665,,1.325663521,0.702997074,0.905971883,2.15866079,,,0.558998458,0.182045406,0.258956136
8178.151,1636.835,598.792,943.592,255.412,1,0.704237021,0.140951152,0.051563183,0.081254604,0.021994041,,1.365823067,0.63458783,0.866378704,1.734685118,,,0.514854434,0.188345628,0.296799937
9670.496,1754.031,736.818,1283.531,272.099,1,0.705002087,0.127873019,0.053715779,0.093572453,0.019836662,,1.420071253,0.574055477,0.820015855,1.366566916,,,0.464720298,0.195215638,0.340064064
7650.98,1881.909,754.107,1012.363,210.429,1,0.664736831,0.163505097,0.065518757,0.087956703,0.018282613,,1.40071385,0.744897828,0.910769962,1.858927084,,,0.515820588,0.206696453,0.277482959
5962.239,2029.699,692.802,1202.136,250.425,1,0.588148561,0.200220848,0.068341859,0.11858541,0.024703321,,1.341332385,0.57630917,0.842400989,1.688410463,,,0.517168594,0.17652639,0.306305016
6076.782,1656.442,617.687,959.146,227.565,1,0.637138062,0.173674528,0.064763208,0.10056448,0.023859721,,1.372899866,0.643996847,0.869452299,1.726996724,,,0.512310892,0.191040663,0.296648445
7266.44,1491.991,676.289,1126.164,246.85,1,0.67233705,0.138048457,0.062574542,0.104199826,0.022840125,,1.453279544,0.600524435,0.828170983,1.324843451,,,0.452880972,0.20528168,0.341837348
6755.479,1646.441,546.161,935.179,240.663,1,0.667278781,0.162628756,0.053947566,0.092373184,0.023771714,,1.331722181,0.584017605,0.849312447,1.760562416,,,0.526392673,0.174616126,0.298991202
9921.464,1793.571,683.759,1196.722,240.293,1,0.717085933,0.129632535,0.049419517,0.086494545,0.01736747,,1.381227729,0.571359932,0.828457278,1.498736549,,,0.488172459,0.186104878,0.325722663
4946.076,2042.802,618.092,952.137,251.845,1,0.561355459,0.231848045,0.070150422,0.108062897,0.028583177,,1.302570685,0.649162883,0.888463505,2.145491668,,,0.565398415,0.171072986,0.2635286
12727.444,2354.135,964.283,1725.349,323.4,1,0.703383123,0.130101443,0.053291171,0.095351539,0.017872725,,1.409612448,0.558891563,0.813440621,1.36443989,,,0.466741426,0.191183098,0.342075477
10298.285,1767.002,660.739,1104.694,263.041,1,0.730698144,0.125374767,0.046881666,0.078381775,0.018663648,,1.373932231,0.598119479,0.845403204,1.599539782,,,0.500222085,0.18704916,0.312728755
13342.211,2193.645,835.786,1474.258,294.674,1,0.735490013,0.120924784,0.046072743,0.081268542,0.016243918,,1.381003307,0.566919766,0.825929966,1.487965471,,,0.487077371,0.185578089,0.327344539
10826.065,1910.332,655.931,1009.223,255.701,1,0.738614919,0.130333571,0.044751294,0.068854858,0.017445357,,1.343359688,0.649936634,0.878991148,1.892874023,,,0.534285968,0.183452264,0.282261768
10178.772,2124.138,521.944,889.592,205.152,1,0.731254739,0.152600528,0.03749706,0.063909317,0.014738357,,1.245720382,0.586722902,0.878008979,2.387766527,,,0.600773148,0.147622207,0.251604645
12055.46,1923.036,676.746,1042.71,221.243,1,0.757290805,0.120799827,0.04251132,0.065500171,0.013897876,,1.351915409,0.649026095,0.876603054,1.844267342,,,0.527945154,0.185792035,0.286262811
20934.767,2274.169,951.634,2165.929,487.067,1,0.78075281,0.08481412,0.035490766,0.080777357,0.018164947,,1.41845351,0.439365279,0.726516171,1.049973937,,,0.421788212,0.176498758,0.40171303
9497.141,1693.64,636.533,1016.451,206.523,1,0.727734208,0.129777979,0.048775399,0.077887247,0.015825168,,1.37583725,0.626230876,0.859813563,1.666228869,,,0.506074181,0.190201528,0.303724291
10880.151,2255.36,806.542,1097.637,215.959,1,0.713188341,0.147837696,0.052868416,0.071949545,0.014156002,,1.357611202,0.734798481,0.913183638,2.05474123,,,0.542213933,0.193901776,0.263884291
6542.416,1710.304,591.53,978.496,208.207,1,0.652222775,0.170502643,0.058970469,0.097547661,0.020756453,,1.34586249,0.604529809,0.856082267,1.74789064,,,0.52138169,0.18032637,0.29829194
12104.973,1922.467,805.69,1368.432,292.877,1,0.733882068,0.116552433,0.04884616,0.082963234,0.017756106,,1.419091719,0.588768751,0.829000525,1.404868492,,,0.469284812,0.196673379,0.334041809
