Theta,Alpha,Beta,Delta,Class
0.078146274,0.043957639,0.111559665,0.025542414,1
0.073664259,0.038871689,0.092599667,0.021148612,1
0.089488312,0.048673243,0.112054672,0.022633462,1
0.163527516,0.072188375,0.170682912,0.03333327,1
0.077290607,0.038580841,0.091851733,0.019449899,1
0.082325072,0.047685642,0.106004793,0.023803175,1
0.119350759,0.077007825,0.14265098,0.027333709,1
0.08422358,0.037373667,0.101843425,0.019658429,1
0.122365587,0.057711437,0.151886262,0.029550491,1
0.074296242,0.048202119,0.090513187,0.01896851,1
0.164783554,0.077536447,0.192014911,0.035827314,1
0.07013436,0.042968488,0.111078488,0.023207626,1
0.060479888,0.031221266,0.078503654,0.016774527,1
0.086607528,0.04326823,0.097250407,0.0190293,1
0.096456183,0.052339936,0.123894931,0.024141501,1
0.094588774,0.049561868,0.115483467,0.028095345,1
0.088537615,0.039583719,0.11472245,0.021861202,1
0.094623636,0.049852955,0.128103143,0.025935824,1
0.058530114,0.032504274,0.061430871,0.012791024,1
0.094233837,0.043817737,0.108380934,0.021290421,1
0.120317194,0.04388755,0.134171417,0.025651028,1
0.104367271,0.056269635,0.120475511,0.029043921,1
0.089958674,0.058848067,0.128953288,0.022502477,1
0.084522731,0.046927549,0.107744847,0.023839506,1
0.063966026,0.038200967,0.086526057,0.019052952,1
0.078731174,0.040140128,0.10972852,0.026822792,1
0.084948972,0.047342631,0.103033632,0.022351324,1
0.100651784,0.054379905,0.141338736,0.028848744,1
0.110534425,0.058569311,0.125160487,0.023781536,1
0.092768111,0.056130829,0.134936042,0.028890644,1
0.09234188,0.060053518,0.12671734,0.031406689,1
0.071577781,0.040397925,0.072262857,0.018318685,1
0.170654189,0.11366353,0.148486291,0.028699643,1
0.125437154,0.065220515,0.115364881,0.024425389,1
0.141598197,0.072661931,0.132752453,0.026448456,1
0.112437183,0.062176797,0.101341894,0.021955955,1
0.102246272,0.055905889,0.122604633,0.027613429,1
0.126885369,0.066986719,0.11121387,0.021428024,1
0.105549311,0.048148492,0.09428922,0.019424618,1
0.097586969,0.053717832,0.092983414,0.019653889,1
0.10015805,0.056608406,0.113256458,0.020974768,1
0.124346785,0.05780209,0.146078745,0.0307849,1
0.084991398,0.048040395,0.083044221,0.017428606,1
0.083092826,0.053116173,0.096330846,0.020517837,1
0.079851268,0.042489664,0.079618359,0.018093737,1
0.080031627,0.040257809,0.089580682,0.017779949,1
0.093987206,0.055593625,0.103302164,0.022710449,1
0.126058085,0.059690696,0.116975002,0.026314713,1
0.099628734,0.050649109,0.102738169,0.020380884,1
0.122103811,0.061412104,0.11903206,0.026511392,1
0.123056664,0.079768319,0.121908895,0.025152046,1
0.057680442,0.040522466,0.073931329,0.01441881,1
0.145945413,0.078332303,0.137136836,0.028443628,1
0.126155956,0.050516172,0.097548184,0.021768864,1
0.084251494,0.053528449,0.091429923,0.020300436,1
0.144726175,0.080587941,0.118037379,0.026125148,1
0.122164695,0.073565518,0.131476491,0.025570849,1
0.105326427,0.053526731,0.104934619,0.020767317,1
0.094872878,0.06373168,0.109414923,0.024019888,1
0.139118234,0.075557897,0.124693758,0.025226429,1
0.097390862,0.055739939,0.123735206,0.026350012,1
0.096341224,0.047669692,0.093434717,0.016747107,1
0.084986029,0.044970219,0.084565278,0.018735777,1
0.121893115,0.067696481,0.166328073,0.031137369,1
0.071229862,0.029660522,0.079978416,0.017341775,1
0.070959065,0.034264953,0.069812619,0.014750111,1
0.109770937,0.070720546,0.104833899,0.020590409,1
0.098354141,0.046975982,0.109391385,0.024679721,1
0.143873005,0.058735769,0.116840088,0.026950675,1
0.098081617,0.043366281,0.092974217,0.018211429,1
0.071419198,0.035870043,0.077695464,0.016734474,1
0.121198284,0.066112698,0.136515527,0.032834961,1
0.086548733,0.037962885,0.090895825,0.018621247,1
0.063731222,0.043468842,0.097925028,0.018569607,1
0.114377258,0.054769999,0.107971046,0.024774546,1
0.093624291,0.047457335,0.099929413,0.0228796,1
0.098774963,0.043924248,0.082769589,0.016738693,1
0.107331057,0.05366328,0.11655724,0.028678825,1
0.099393084,0.043102562,0.113915343,0.025266066,1
0.080447685,0.043743039,0.098664712,0.017414117,1
0.076855674,0.047284733,0.107903664,0.022842881,1
0.085547429,0.04772239,0.096238496,0.021159363,1
0.098509902,0.05145161,0.106789175,0.02176662,1
0.099166296,0.062380789,0.124761759,0.02457794,1
0.079346865,0.035660529,0.065595532,0.013842596,1
0.070693037,0.045030829,0.069790554,0.014164402,1
0.081965791,0.041669173,0.105095215,0.023774809,1
0.119810672,0.061254457,0.118971819,0.025089598,1
0.091228846,0.047888892,0.078867571,0.021788526,1
0.092578857,0.051282305,0.083737345,0.01667638,1
0.088027166,0.054822588,0.121585463,0.024680733,1
0.113624958,0.050818525,0.111049055,0.020096294,1
0.099859385,0.056662119,0.111877058,0.023595631,1
0.107694097,0.057689892,0.122747019,0.023404776,1
0.110905801,0.059028357,0.102774665,0.023018628,1
0.12046436,0.044444282,0.110881582,0.025521495,1
0.102006409,0.05070603,0.113165942,0.021269663,1
0.120665604,0.045715006,0.129093308,0.021211572,1
0.110683152,0.038688805,0.105837473,0.021334955,1
0.089485885,0.039361559,0.09811982,0.017603832,1
0.092329734,0.050359835,0.099262872,0.021858326,1
0.084106514,0.038859393,0.087727891,0.018513379,1
0.144508012,0.056815901,0.100177013,0.023861701,1
0.115300924,0.039619664,0.102708359,0.021976768,1
0.089255282,0.039832003,0.095024204,0.017946723,1
0.09498009,0.041952602,0.112928928,0.022982425,1
0.102995671,0.050988401,0.175708652,0.043130523,1
0.088329231,0.046202389,0.108795173,0.022482412,1
0.084519929,0.041171171,0.120802097,0.027965751,1
0.107788995,0.052820806,0.137192622,0.028869139,1
0.058033156,0.038221187,0.105888414,0.022014881,1
0.08490446,0.037691673,0.109272442,0.023703618,1
0.11932746,0.056587194,0.126803264,0.023772362,1
0.105797446,0.062747288,0.166443834,0.036192459,1
0.084756119,0.042164065,0.089800904,0.015615882,1
0.098558418,0.033488017,0.088814092,0.015996573,1
0.079868872,0.055622764,0.134783965,0.027529516,1
0.104431418,0.047918621,0.105471505,0.023469642,1
0.098924956,0.059639589,0.140211743,0.025214211,1
0.078784962,0.039389695,0.092916076,0.019015936,1
0.101485429,0.04927447,0.107764591,0.023583237,1
0.120612719,0.05071311,0.083096267,0.013677013,1
0.083026302,0.047727874,0.084000639,0.018007288,1
0.061917209,0.042877366,0.108730457,0.026934266,1
0.117048882,0.055007698,0.092722478,0.017433372,1
0.080483839,0.051290048,0.087132233,0.015849124,1
0.126545946,0.053368924,0.10655367,0.023163726,1
0.070032856,0.02982255,0.058757302,0.010591874,1
0.188310266,0.064548436,0.080753258,0.01492646,1
0.104218137,0.046605013,0.100704115,0.017652102,1
0.094935466,0.063055304,0.169487686,0.036005305,1
0.131330402,0.04821779,0.110857121,0.026463984,1
0.094272715,0.048016298,0.097703601,0.02242987,1
0.0983761,0.066464664,0.107914876,0.021161083,1
0.113562785,0.045620952,0.084253851,0.014976102,1
0.087593323,0.043356465,0.08654738,0.015105273,1
0.145227013,0.078793525,0.196938898,0.037543517,1
0.156437202,0.063610553,0.138221915,0.027458948,1
0.120922337,0.04964673,0.109472805,0.020625037,1
0.109787967,0.062361257,0.105135886,0.021328032,1
0.101898823,0.045858116,0.116005456,0.022130154,1
0.124221373,0.05498545,0.126005948,0.022591358,1
0.106951149,0.04925956,0.096829374,0.019099629,1
0.092689193,0.05390341,0.112569492,0.020080834,1
0.096574593,0.044165149,0.089310423,0.017543289,1
0.096962803,0.050760368,0.087609205,0.01642992,1
0.142153137,0.058120206,0.107936524,0.021834874,1
0.124989054,0.055930018,0.10727941,0.019847428,1
0.145776543,0.060988369,0.119487575,0.021978515,1
0.109496815,0.04800162,0.078436283,0.01742042,1
0.099010186,0.060079357,0.154995998,0.026800623,1
0.131366842,0.05747533,0.153519701,0.027750771,1
0.122208724,0.051434754,0.108311614,0.01990272,1
0.115990947,0.051079061,0.121982069,0.023319546,1
0.140427693,0.064528879,0.12928777,0.02164294,1
0.115042764,0.058482207,0.130303229,0.026162444,1
0.163042382,0.091179597,0.175233917,0.030154878,1
0.158146927,0.065121778,0.179939222,0.035623392,1
0.106371243,0.050152514,0.111144337,0.021337356,1
0.094315003,0.056922794,0.114247797,0.02111599,1
0.145138504,0.064619138,0.132810625,0.024317643,1
0.08894243,0.069521002,0.211450559,0.046400844,1
0.147119994,0.064010872,0.156724036,0.031588404,1
0.143480766,0.069178469,0.157292507,0.02730572,1
0.120974647,0.066935571,0.178066266,0.042272036,1
0.128264519,0.065517918,0.131264424,0.023519877,1
0.147786808,0.084853357,0.179457923,0.02818646,1
0.117588743,0.056720911,0.140219419,0.025675419,1
0.151026969,0.088255769,0.172795282,0.030060284,1
0.114739644,0.066899497,0.119492986,0.022949673,1
0.142014871,0.085809986,0.169854636,0.031280014,1
0.132135912,0.055371046,0.132475132,0.023070582,1
0.128793477,0.05990352,0.155268202,0.027983346,1
0.104857033,0.061645526,0.14490283,0.027121001,1
0.180221953,0.085993712,0.137256006,0.02327349,1
0.16366689,0.076675063,0.230012257,0.050692194,1
0.10036525,0.054831349,0.112971091,0.021113426,1
0.123201079,0.054265255,0.147659834,0.026762641,1
0.172032308,0.060326729,0.152668549,0.03014329,1
0.131406225,0.056512144,0.14933529,0.026341871,1
0.14307594,0.054660941,0.113515827,0.021802554,1
0.102222031,0.035214773,0.071739318,0.013338904,1
0.196343241,0.06566466,0.074902657,0.017407006,1
0.164821962,0.052323981,0.082328111,0.018266298,1
0.136740171,0.04460863,0.07577787,0.017389119,1
0.120977386,0.039674505,0.078630376,0.014135832,1
0.127215651,0.046838622,0.091965837,0.018925185,1
0.078932701,0.0387349,0.067894986,0.014108681,1
0.092384499,0.044012436,0.072410914,0.014785113,1
0.153212337,0.065969299,0.193027351,0.04701018,1
0.129594749,0.04353116,0.083741323,0.01743196,1
0.181001436,0.058945565,0.083848948,0.023595665,1
0.140951152,0.051563183,0.081254604,0.021994041,1
0.058250191,0.031289286,0.051421518,0.010535856,1
0.127873019,0.053715779,0.093572453,0.019836662,1
0.163505097,0.065518757,0.087956703,0.018282613,1
0.200220848,0.068341859,0.11858541,0.024703321,1
0.173674528,0.064763208,0.10056448,0.023859721,1
0.138048457,0.062574542,0.104199826,0.022840125,1
0.162628756,0.053947566,0.092373184,0.023771714,1
0.129632535,0.049419517,0.086494545,0.01736747,1
0.231848045,0.070150422,0.108062897,0.028583177,1
0.130101443,0.053291171,0.095351539,0.017872725,1
0.125374767,0.046881666,0.078381775,0.018663648,1
0.120924784,0.046072743,0.081268542,0.016243918,1
0.130333571,0.044751294,0.068854858,0.017445357,1
0.152600528,0.03749706,0.063909317,0.014738357,1
0.120799827,0.04251132,0.065500171,0.013897876,1
0.061978858,0.046266662,0.071107956,0.015351499,1
0.08481412,0.035490766,0.080777357,0.018164947,1
0.129777979,0.048775399,0.077887247,0.015825168,1
0.147837696,0.052868416,0.071949545,0.014156002,1
0.170502643,0.058970469,0.097547661,0.020756453,1
0.116552433,0.04884616,0.082963234,0.017756106,1
0.117694551,0.069557939,0.08640382,0.018452687,1
0.086307851,0.032746782,0.053722824,0.012942028,1
0.130974442,0.049209977,0.073076355,0.01717198,1
0.111349762,0.046721894,0.078167979,0.019068114,1
0.129137681,0.049327573,0.084736688,0.016240937,1
0.138181118,0.052311001,0.079972173,0.01647547,1
0.103153162,0.042721131,0.08123827,0.017870312,1
0.099417453,0.049044052,0.092705976,0.022330253,1
0.09166387,0.046512094,0.08002609,0.013773023,1
0.083014143,0.043882419,0.07874287,0.018848317,1
0.103827761,0.057816754,0.130563712,0.027678718,1
0.117245433,0.049998836,0.090666802,0.017297493,1
0.086058291,0.057312699,0.136529027,0.029155986,1
0.095731991,0.043371568,0.086411942,0.020628701,1
0.104067098,0.045853307,0.113908448,0.020503058,1
0.081573856,0.046779189,0.097749717,0.017752564,1
0.109321727,0.039837048,0.074125756,0.013202307,1
0.118004787,0.069450455,0.130349531,0.027616372,1
0.095753011,0.057651934,0.090177171,0.017423171,1
0.122453197,0.054313418,0.102792821,0.020583897,1
0.134874021,0.060810309,0.094989945,0.019290551,1
0.101277331,0.038279697,0.060259101,0.013892515,1
0.072184843,0.038718761,0.083746942,0.017018277,1
0.095464354,0.038258442,0.073460752,0.014580931,1
0.07723795,0.05305784,0.129629215,0.029361774,1
0.101515645,0.048629692,0.091992753,0.019103549,1
0.121482843,0.065203543,0.174238268,0.044013148,1
0.120091526,0.049797197,0.094772997,0.020946434,1
0.10869219,0.039954864,0.081457937,0.020065154,1
0.106218095,0.042998292,0.092164594,0.018341589,1
0.104877411,0.074883372,0.115088362,0.021804155,1
0.03819063,0.024059222,0.047688027,0.011157656,1
0.148575238,0.06124697,0.101880167,0.022308824,1
0.123107054,0.053677462,0.107224241,0.021656735,1
0.120668355,0.049958963,0.117825397,0.023856711,1
0.109583145,0.06032669,0.112456738,0.026461207,1
0.118984246,0.064381113,0.121887396,0.02600028,1
0.125033967,0.048312197,0.090464382,0.018376221,1
0.131962666,0.077378652,0.21206106,0.045337706,1
0.095967702,0.037936506,0.0847091,0.015901034,1
0.10925443,0.057782259,0.098707434,0.021737629,1
0.117640873,0.068406625,0.136166887,0.028164499,1
0.110312405,0.048005606,0.099431187,0.022027998,1
0.128032622,0.069490114,0.134096914,0.027771274,1
0.120403566,0.062379326,0.113200404,0.023241221,1
0.099651129,0.04123517,0.074225732,0.016068362,1
0.10830379,0.060166872,0.124339656,0.026047247,1
0.144500457,0.068973023,0.122624235,0.026587815,1
0.096923551,0.059825447,0.092768214,0.022922002,1
0.108438056,0.053213379,0.0896258,0.018297223,1
0.104088384,0.046951386,0.07405499,0.019159663,1
0.112308182,0.055177054,0.090054076,0.021678535,1
0.093073529,0.059858017,0.093936261,0.017151151,1
