X,Class
767.1,1
775.3,1
797.2,1
787.3,1
761.1,1
831.2,1
803.2,1
811.2,1
847.3,1
815.2,1
835.3,1
791.1,1
819.2,1
803.2,1
771.2,1
817.2,1
761.1,1
783.3,1
783.2,1
789.2,1
747.2,1
751.2,1
783.1,1
763.2,1
795.2,1
779.2,1
855.2,1
765.3,1
829.1,1
837.3,1
829.1,1
785.3,1
791.1,1
777.3,1
821.1,1
789.2,1
791.3,1
783.3,1
747.1,1
795.3,1
739.2,1
759.2,1
761.1,1
707.2,1
723.3,1
789.2,1
781.2,1
783.1,1
785.2,1
771.2,1
723.3,1
817.1,1
819.3,1
791.2,1
763.1,1
773.3,1
797.3,1
795.1,1
781.2,1
799.2,1
789.2,1
789.2,1
785.2,1
779.3,1
765.1,1
799.3,1
791.2,1
783.3,1
727.1,1
741.2,1
821.1,1
809.3,1
815.2,1
755.2,1
773.2,1
827.2,1
783.2,1
805.1,1
777.1,1
807.1,1
789.2,1
815.1,1
833.1,1
813.2,1
789.0,1
751.1,1
783.0,1
713.1,1
819.2,1
785.3,1
831.1,1
781.3,1
783.2,1
737.2,1
731.2,1
819.3,1
837.2,1
811.3,1
811.2,1
783.1,1
805.2,1
819.3,1
825.1,1
821.3,1
755.2,1
775.1,1
757.3,1
793.2,1
837.2,1
783.1,1
741.1,1
689.0,1
863.1,1
831.2,1
821.2,1
889.1,1
813.1,1
807.1,1
807.2,1
809.2,1
787.1,1
787.2,1
715.0,1
791.2,1
793.2,1
735.4,1
771.3,1
793.2,1
741.2,1
729.2,1
759.3,1
803.2,1
759.2,1
733.2,1
871.2,1
819.3,1
797.2,1
783.3,1
795.0,1
839.4,1
833.0,1
821.2,1
873.1,1
881.3,1
857.2,1
855.2,1
825.2,1
857.4,1
881.1,1
867.4,1
845.2,1
827.2,1
851.2,1
879.2,1
823.2,1
847.3,1
787.2,1
809.2,1
763.2,1
847.2,1
873.2,1
861.3,1
789.0,1
879.2,1
853.2,1
885.2,1
791.2,1
815.1,1
867.3,1
855.2,1
821.3,1
845.2,1
841.1,1
887.1,1
889.1,1
903.1,1
885.2,1
875.0,1
789.1,1
811.0,1
681.3,1
879.2,1
849.3,1
817.2,1
811.3,1
789.2,1
819.2,1
839.3,1
803.2,1
813.2,1
802.9,1
877.0,1
853.3,1
821.3,1
827.2,1
899.2,1
853.1,1
903.3,1
871.2,1
847.2,1
851.3,1
905.4,1
877.3,1
875.3,1
827.3,1
891.3,1
895.3,1
899.1,1
861.3,1
867.3,1
885.2,1
899.1,1
847.778,1
768.0,1
903.556,1
863.444,1
765.667,1
841.222,1
825.667,1
790.111,1
