alp,thet,Class
0.053947566,0.162628756,1
0.049419517,0.129632535,1
0.070150422,0.231848045,1
0.053291171,0.130101443,1
0.046881666,0.125374767,1
0.046072743,0.120924784,1
0.044751294,0.130333571,1
0.03749706,0.152600528,1
0.04251132,0.120799827,1
0.035490766,0.08481412,1
0.048775399,0.129777979,1
0.052868416,0.147837696,1
0.058970469,0.170502643,1
0.04884616,0.116552433,1
0.069557939,0.117694551,1
0.032746782,0.086307851,1
0.049209977,0.130974442,1
0.046721894,0.111349762,1
0.049327573,0.129137681,1
0.052311001,0.138181118,1
0.042721131,0.103153162,1
0.049044052,0.099417453,1
0.046512094,0.09166387,1
0.043882419,0.083014143,1
0.049998836,0.117245433,1
0.057312699,0.086058291,1
0.043371568,0.095731991,1
0.045853307,0.104067098,1
0.046779189,0.081573856,1
0.039837048,0.109321727,1
0.069450455,0.118004787,1
0.057651934,0.095753011,1
0.054313418,0.122453197,1
0.060810309,0.134874021,1
0.038718761,0.072184843,1
0.038258442,0.095464354,1
0.048629692,0.101515645,1
0.039954864,0.10869219,1
0.042998292,0.106218095,1
0.074883372,0.104877411,1
0.06124697,0.148575238,1
0.053677462,0.123107054,1
0.049958963,0.120668355,1
0.06032669,0.109583145,1
0.064381113,0.118984246,1
0.048312197,0.125033967,1
0.077378652,0.131962666,1
0.037936506,0.095967702,1
0.057782259,0.10925443,1
0.068406625,0.117640873,1
0.048005606,0.110312405,1
0.069490114,0.128032622,1
0.062379326,0.120403566,1
0.04123517,0.099651129,1
0.060166872,0.10830379,1
0.068973023,0.144500457,1
0.059825447,0.096923551,1
0.053213379,0.108438056,1
0.046951386,0.104088384,1
0.055177054,0.112308182,1
0.059858017,0.093073529,1
0.071793223,0.184788643,2
0.068961874,0.164485051,2
0.073311282,0.241152948,2
0.066776586,0.163435369,2
0.070394461,0.166702162,2
0.070377567,0.167565599,2
0.083404535,0.154120715,2
0.100354073,0.136286374,2
0.069417228,0.167798179,2
0.078410511,0.144451608,2
0.07319966,0.134095572,2
0.075856744,0.167844553,2
0.071032135,0.210943786,2
0.091003854,0.138732781,2
0.065916908,0.134171622,2
0.069100144,0.128922745,2
0.080744504,0.153016608,2
0.070496062,0.166637669,2
0.08075607,0.173640545,2
0.076564486,0.157179701,2
0.099026834,0.147252205,2
0.054910898,0.12679886,2
0.080062762,0.160096502,2
0.074714234,0.127755976,2
0.08460715,0.171531714,2
0.081686722,0.147728492,2
0.068324248,0.127385345,2
0.08804857,0.168929451,2
0.06386205,0.155317178,2
0.06358261,0.121859553,2
0.070792725,0.184450926,2
0.096781918,0.137382491,2
0.060129018,0.122272325,2
0.044198473,0.122372486,2
0.075578344,0.115708409,2
0.111580431,0.139058767,2
0.079684461,0.145787335,2
0.070158086,0.190862245,2
0.09900448,0.123318515,2
0.06530599,0.130592775,2
0.06359934,0.121724488,2
0.058583826,0.162656039,2
0.062848886,0.147200105,2
0.067316808,0.142953101,2
0.049744236,0.140435977,2
0.053694095,0.149106973,2
0.094743778,0.152249508,2
0.10339754,0.163674266,2
0.077948371,0.148862091,2
0.068404133,0.109482077,2
0.072226585,0.137883644,2
0.08054583,0.156760217,2
0.102026706,0.142365301,2
0.078310753,0.168667836,2
0.063520245,0.138242709,2
0.07641818,0.122650153,2
0.092807712,0.119807071,2
0.097478965,0.142719709,2
0.079168476,0.153239863,2
0.079405434,0.191639904,2
0.076228754,0.152756009,2
0.075509821,0.106494756,2
0.083534909,0.130949129,2
0.068655383,0.158220658,2
0.066812616,0.146153096,2
0.078882429,0.129136622,2
0.101278314,0.139718895,2
0.100689659,0.131482081,2
0.092839462,0.168229675,2
0.064007769,0.185783677,2
0.068112199,0.192546582,2
0.062050802,0.144665577,2
0.070794742,0.1277419,2
0.051986707,0.118360393,2
0.063584283,0.158221961,2
0.071482456,0.153220842,2
0.066934007,0.11675907,2
0.043274845,0.145429091,2
0.069732817,0.132218347,2
0.095429574,0.14410319,2
0.096775984,0.155155067,2
0.079772168,0.157550634,2
0.063223167,0.138297463,2
0.061678915,0.141669083,2
0.051545484,0.158873728,2
0.056555738,0.154586427,2
0.078604305,0.120068533,2
0.049097308,0.126693908,2
0.098930218,0.134799017,2
0.07826086,0.181489103,2
0.098934685,0.130374205,2
0.061726554,0.148094771,2
0.072458134,0.111140939,2
0.055439527,0.147385174,2
0.061144196,0.140242506,2
0.119809618,0.159641633,2
0.065252663,0.146842357,2
0.066928016,0.149539323,2
0.096637028,0.180098813,2
0.115678464,0.162745195,2
0.074199826,0.136043373,2
0.067888631,0.140567344,2
0.070234855,0.127411065,2
0.096315335,0.139609378,2
0.097126822,0.153015032,2
0.081837088,0.101895976,2
0.101689703,0.159498715,2
0.093424901,0.156629967,2
0.077500992,0.128465797,2
0.077300757,0.145799818,2
0.064884402,0.169678955,2
0.063080837,0.155867369,2
0.0690001,0.119399158,2
0.088365695,0.118722624,2
0.072780557,0.15129162,2
0.067843812,0.100527063,2
0.056287274,0.113954854,2
0.072070268,0.166565734,2
0.059906035,0.139999464,2
0.085014839,0.126376466,2
0.092196813,0.119607375,2
0.085820405,0.145041125,2
0.080446779,0.156540506,2
0.068589552,0.146066064,2
0.064807468,0.177485818,2
0.06582681,0.137433871,2
0.067458988,0.104243314,2
0.069499627,0.123757423,2
0.071769286,0.14881817,2
0.092804414,0.145225821,2
0.0845151,0.136001801,2
0.065806062,0.118477375,2
0.061773172,0.144000518,2
0.062275667,0.147063643,2
0.085904455,0.123025966,2
0.079152048,0.137438219,2
0.059989185,0.113781605,2
0.0746864,0.10019265,2
0.078987311,0.131328448,2
0.068639772,0.118819031,2
0.092134262,0.153637675,2
0.068464466,0.191629314,2
0.08762354,0.134978536,2
0.099069491,0.139657934,2
0.069947932,0.153782678,2
0.060682638,0.154054053,2
0.054098379,0.129012535,2
0.049979023,0.13678699,2
0.063946952,0.143831913,2
0.085479243,0.108310717,2
0.091803407,0.105850523,2
0.082227719,0.119563682,2
0.068721251,0.153190252,2
0.074151413,0.149673182,2
0.06275296,0.137768932,2
0.070814966,0.163796078,2
0.092939256,0.13911555,2
0.076509579,0.13604327,2
0.052389007,0.12413367,2
0.0735697,0.1446306,2
0.06721261,0.181817781,2
0.082757945,0.130458466,2
0.096337383,0.114289136,2
0.081697134,0.137534612,2
0.076138993,0.101459449,2
0.055007954,0.12541536,2
0.05266604,0.135157375,2
0.060441734,0.126362455,2
0.07850006,0.120323938,2
0.073251876,0.160027625,2
0.078292443,0.134289454,2
0.115331128,0.165285991,2
0.06178814,0.189826858,2
0.0670925,0.149716321,2
0.105185066,0.140540382,2
0.077366528,0.119587495,2
0.066948843,0.137984861,2
0.063082992,0.145853352,2
0.089507243,0.12954222,2
0.061517896,0.125088378,2
0.080613585,0.166318939,2
0.115708332,0.146299051,2
0.074545712,0.138628151,2
0.092879741,0.14137093,2
0.054944173,0.135173411,2
0.065939167,0.163577234,2
0.067184948,0.149964096,2
0.091429173,0.160781386,2
0.072381333,0.16299116,2
0.065429532,0.143583381,2
0.075628723,0.131846535,2
0.097000164,0.154536723,2
0.049806136,0.129961268,2
0.084319672,0.102443469,2
0.080711721,0.131160567,2
0.066271369,0.146958312,2
0.068912727,0.141720667,2
0.080096056,0.155112545,2
0.082554696,0.158061426,2
0.115931029,0.143806511,2
0.085686873,0.135269872,2
0.076399264,0.129190017,2
0.064572614,0.147379535,2
0.054998798,0.116265725,2
0.065353526,0.127169048,2
0.066028413,0.175835286,2
0.094463093,0.141553314,2
0.07585759,0.144445507,2
0.085706045,0.159887966,2
0.076363493,0.151259653,2
0.078470184,0.124141514,2
0.098492498,0.174164402,2
0.081893802,0.200384514,2
0.095039839,0.148220338,2
0.090568457,0.148076069,2
0.099422564,0.146998002,2
0.053305668,0.138174838,2
0.067376699,0.136828902,2
0.071409491,0.128861326,2
0.073054557,0.133357294,2
0.110836366,0.133039721,2
