Rdelta,Rtheta,Ralpha,Rbeta,MedianNN,MeanNN,SDNN,MedianX,MeanX,SDX,Class
0.765971311,0.086548733,0.037962885,0.090895825,811.5,795.1,46.535,41.64,41.642,0.103,1
0.776305301,0.063731222,0.043468842,0.097925028,781,781.2,45.873,41.715,41.715,0.075,1
0.698107151,0.114377258,0.054769999,0.107971046,811,799.2,44.328,41.64,41.64,0,1
0.73610936,0.093624291,0.047457335,0.099929413,781,789.2,51.934,41.64,41.605,0.061,1
0.757792507,0.098774963,0.043924248,0.082769589,781.5,789.2,53.527,41.64,41.64,0,1
0.693769598,0.107331057,0.05366328,0.11655724,781,785.2,44.483,41.64,41.678,0.065,1
0.718322946,0.099393084,0.043102562,0.113915343,761.5,779.3,45.186,41.64,41.678,0.065,1
0.759730446,0.080447685,0.043743039,0.098664712,761,765.1,44.223,41.64,41.605,0.061,1
0.745113047,0.076855674,0.047284733,0.107903664,801.5,799.3,46.275,41.64,41.64,0,1
0.749332322,0.085547429,0.04772239,0.096238496,781,791.2,53.256,41.64,41.677,0.065,1
0.721482693,0.098509902,0.05145161,0.106789175,791,783.3,49.348,41.64,41.677,0.065,1
0.689113217,0.099166296,0.062380789,0.124761759,730,727.1,52.91,41.715,41.715,0.075,1
0.805554478,0.079346865,0.035660529,0.065595532,721.5,741.2,52.767,41.57,41.57,0.07,1
0.800321178,0.070693037,0.045030829,0.069790554,811,821.1,63.056,41.64,41.605,0.061,1
0.747495013,0.081965791,0.041669173,0.105095215,812,809.3,48.285,41.5,41.535,0.061,1
0.674873453,0.119810672,0.061254457,0.118971819,811.5,815.2,43.575,41.57,41.57,0.07,1
0.760226165,0.091228846,0.047888892,0.078867571,731,755.2,57.958,41.57,41.57,0.07,1
0.755725114,0.092578857,0.051282305,0.083737345,771,773.2,44.937,41.5,41.535,0.061,1
0.71088405,0.088027166,0.054822588,0.121585463,831,827.2,49.94,41.57,41.57,0.07,1
0.704411167,0.113624958,0.050818525,0.111049055,801.5,783.2,73.619,41.715,41.68,0.121,1
0.708005806,0.099859385,0.056662119,0.111877058,791.5,805.1,60.561,41.57,41.57,0.07,1
0.688464216,0.107694097,0.057689892,0.122747019,771,777.1,51.932,41.64,41.64,0,1
0.70427255,0.110905801,0.059028357,0.102774665,811.5,807.1,68.258,41.57,41.608,0.12,1
0.698688281,0.12046436,0.044444282,0.110881582,771,789.2,80.53,41.64,41.605,0.061,1
0.712851957,0.102006409,0.05070603,0.113165942,801,815.1,66.853,41.64,41.715,0.13,1
0.683314511,0.120665604,0.045715006,0.129093308,841,833.1,93.883,41.64,41.678,0.065,1
0.723455615,0.110683152,0.038688805,0.105837473,811,813.2,53.175,41.64,41.64,0,1
0.755428905,0.089485885,0.039361559,0.09811982,791,789,49.279,41.64,41.64,0,1
0.736189233,0.092329734,0.050359835,0.099262872,731.5,751.1,51.64,41.64,41.64,0,1
0.770792822,0.084106514,0.038859393,0.087727891,771,783,81.046,41.64,41.678,0.065,1
0.674637373,0.144508012,0.056815901,0.100177013,701,713.1,53.869,41.57,41.645,0.18,1
0.720394285,0.115300924,0.039619664,0.102708359,831.5,819.2,60.903,41.57,41.608,0.12,1
0.757941788,0.089255282,0.039832003,0.095024204,771.5,785.3,57.149,41.715,41.715,0.075,1
0.727155955,0.09498009,0.041952602,0.112928928,831.5,831.1,41.213,41.64,41.678,0.065,1
0.734190794,0.088329231,0.046202389,0.108795173,782,781.3,66.726,41.64,41.64,0,1
0.725541052,0.084519929,0.041171171,0.120802097,781.5,783.2,24.4,41.64,41.677,0.065,1
0.673328438,0.107788995,0.052820806,0.137192622,740.5,737.2,69.123,41.57,41.608,0.12,1
0.775842362,0.058033156,0.038221187,0.105888414,731,731.2,42.194,41.64,41.605,0.061,1
0.744427807,0.08490446,0.037691673,0.109272442,811.5,819.3,53.904,41.5,41.462,0.065,1
0.67350972,0.11932746,0.056587194,0.126803264,831.5,837.2,50.418,41.64,41.642,0.103,1
0.628818973,0.105797446,0.062747288,0.166443834,841,811.3,74.286,41.425,41.425,0.075,1
0.76766303,0.084756119,0.042164065,0.089800904,811,811.2,56.217,41.715,41.68,0.121,1
0.763142901,0.098558418,0.033488017,0.088814092,791,783.1,56.887,41.57,41.57,0.07,1
0.702194883,0.079868872,0.055622764,0.134783965,811,805.2,39.734,41.5,41.5,0,1
0.718708814,0.104431418,0.047918621,0.105471505,821.5,819.3,65.465,41.5,41.535,0.061,1
0.676009501,0.098924956,0.059639589,0.140211743,831,825.1,51.335,41.5,41.498,0.103,1
0.769893331,0.078784962,0.039389695,0.092916076,821.5,821.3,95.814,41.5,41.5,0,1
0.717892274,0.101485429,0.04927447,0.107764591,731,755.2,62.28,41.64,41.605,0.159,1
0.767237897,0.083026302,0.047727874,0.084000639,781,775.1,53.457,41.57,41.57,0.07,1
0.765244756,0.080483839,0.051290048,0.087132233,751.5,757.3,54.135,41.64,41.605,0.061,1
0.690367734,0.126545946,0.053368924,0.10655367,780.5,793.2,60.063,41.06,41.06,0,1
0.730820632,0.104218137,0.046605013,0.100704115,851.5,837.2,45.98,41.06,41.06,0,1
0.683130703,0.131330402,0.04821779,0.110857121,791,783.1,80.571,41.06,41.06,0,1
0.737577515,0.094272715,0.048016298,0.097703601,731.5,741.1,57.795,41.13,41.13,0.07,1
0.706083277,0.0983761,0.066464664,0.107914876,691.5,689,53.107,41.06,41.095,0.061,1
0.541497047,0.145227013,0.078793525,0.196938898,841.5,863.1,64.155,41.06,41.06,0,1
0.614271382,0.156437202,0.063610553,0.138221915,820.5,831.2,82.27,41.06,41.06,0,1
0.699333091,0.120922337,0.04964673,0.109472805,842,821.2,91.018,57.77,53.593,7.236,1
0.701386859,0.109787967,0.062361257,0.105135886,891.5,889.1,46.073,57.92,57.918,0.103,1
0.714107451,0.101898823,0.045858116,0.116005456,801.5,813.1,90.85,57.92,57.955,0.159,1
0.672195871,0.124221373,0.05498545,0.126005948,811,807.1,64.087,57.99,58.028,0.12,1
0.727860288,0.106951149,0.04925956,0.096829374,821,807.2,49.699,57.92,57.92,0,1
0.72075707,0.092689193,0.05390341,0.112569492,801.5,809.2,72.312,58.06,58.06,0,1
0.752406547,0.096574593,0.044165149,0.089310423,801,787.1,53.056,58.06,57.988,0.126,1
0.748237703,0.096962803,0.050760368,0.087609205,771,787.2,106.93,57.92,57.918,0.103,1
0.669955259,0.142153137,0.058120206,0.107936524,721,715,46.351,58.06,58.025,0.061,1
0.69195409,0.124989054,0.055930018,0.10727941,821,791.2,66.001,57.99,58.028,0.12,1
0.651768998,0.145776543,0.060988369,0.119487575,811,793.2,71.719,58.06,58.098,0.065,1
0.746644862,0.109496815,0.04800162,0.078436283,711.5,735.4,74.975,57.99,57.99,0.163,1
0.659113836,0.099010186,0.060079357,0.154995998,781,771.3,65.988,57.55,57.475,0.18,1
0.629887355,0.131366842,0.05747533,0.153519701,781.5,793.2,102.603,56.525,56.342,0.55,1
0.698142188,0.122208724,0.051434754,0.108311614,731,741.2,51.423,52.345,52.198,1.357,1
0.687628376,0.115990947,0.051079061,0.121982069,721,729.2,74.652,47.51,47.618,0.94,1
0.644112718,0.140427693,0.064528879,0.12928777,761,759.3,74.306,45.31,45.235,0.526,1
0.670009356,0.115042764,0.058482207,0.130303229,821,803.2,48.738,43.84,43.878,0.42,1
0.540389226,0.163042382,0.091179597,0.175233917,751.5,759.2,61.619,42.82,42.892,0.221,1
0.561168681,0.158146927,0.065121778,0.179939222,731.5,733.2,49.106,42.085,42.122,0.19,1
0.710994549,0.106371243,0.050152514,0.111144337,881,871.2,57.69,41.64,41.605,0.159,1
0.713398416,0.094315003,0.056922794,0.114247797,821.5,819.3,62.75,42.375,43.035,2.059,1
0.633114091,0.145138504,0.064619138,0.132810625,780.5,797.2,79.058,49.34,49.305,1.272,1
0.600556694,0.147119994,0.064010872,0.156724036,771,783.3,78.759,53.08,53.118,0.58,1
0.602742537,0.143480766,0.069178469,0.157292507,801,795,67.648,54.91,54.838,0.403,1
0.651433262,0.128264519,0.065517918,0.131264424,842,839.4,108.636,55.425,55.425,0.145,1
0.559715451,0.147786808,0.084853357,0.179457923,821,833,67.56,55.795,55.792,0.164,1
0.659795508,0.117588743,0.056720911,0.140219419,810.5,821.2,78.106,56.01,55.975,0.061,1
0.557861696,0.151026969,0.088255769,0.172795282,880.5,873.1,62.051,56.16,56.158,0.103,1
0.6759182,0.114739644,0.066899497,0.119492986,882,881.3,61.483,56.45,56.45,0.106,1
0.571040493,0.142014871,0.085809986,0.169854636,831.5,857.2,74.417,56.595,56.595,0.145,1
0.628051455,0.128793477,0.05990352,0.155268202,881.5,855.2,81.036,56.67,56.708,0.12,1
0.66147361,0.104857033,0.061645526,0.14490283,811,825.2,64.858,56.74,56.743,0.103,1
0.710718884,0.10036525,0.054831349,0.112971091,881,857.4,68.931,56.815,56.815,0.075,1
0.64811119,0.123201079,0.054265255,0.147659834,891.5,881.1,68.851,57.04,57.038,0.103,1
0.584829125,0.172032308,0.060326729,0.152668549,841,867.4,60.296,57.04,57.002,0.065,1
0.636404469,0.131406225,0.056512144,0.14933529,831.5,845.2,68.955,57.04,57.002,0.065,1
0.666944738,0.14307594,0.054660941,0.113515827,831,827.2,33.618,41.79,41.828,0.65,1
0.777484975,0.102222031,0.035214773,0.071739318,861,851.2,38.943,50.37,49.598,3.103,1
0.645682436,0.196343241,0.06566466,0.074902657,891.5,879.2,55.508,56.82,56.6,1.797,1
0.682259647,0.164821962,0.052323981,0.082328111,811,823.2,53.885,57.33,57.257,0.563,1
0.725484212,0.136740171,0.04460863,0.07577787,851,847.3,53.524,55.205,55.242,0.422,1
0.746581901,0.120977386,0.039674505,0.078630376,781,787.2,42.023,52.42,52.492,0.595,1
0.715054706,0.127215651,0.046838622,0.091965837,791,809.2,56.755,50.66,50.66,0.364,1
0.800328732,0.078932701,0.0387349,0.067894986,731.5,763.2,75.363,49.12,49.158,0.685,1
0.776407038,0.092384499,0.044012436,0.072410914,851.5,847.2,77.14,47.14,47.285,0.513,1
0.540780832,0.153212337,0.065969299,0.193027351,871.5,873.2,29.856,45.97,45.895,0.313,1
0.725700809,0.129594749,0.04353116,0.083741323,870.5,861.3,57.796,45.16,45.16,0.106,1
0.652608386,0.181001436,0.058945565,0.083848948,801,789,90.379,44.43,44.503,0.126,1
0.704237021,0.140951152,0.051563183,0.081254604,880.5,879.2,47.594,44.06,44.098,0.12,1
0.705002087,0.127873019,0.053715779,0.093572453,871.5,853.2,52.986,43.55,43.622,0.126,1
0.664736831,0.163505097,0.065518757,0.087956703,900.5,885.2,58.058,43.33,43.33,0.163,1
0.588148561,0.200220848,0.068341859,0.11858541,771.5,791.2,98.815,43.035,43,0.121,1
0.637138062,0.173674528,0.064763208,0.10056448,851.5,815.1,111.22,42.745,42.707,0.124,1
0.67233705,0.138048457,0.062574542,0.104199826,871.5,867.3,58.827,42.525,42.488,0.19,1
0.667278781,0.162628756,0.053947566,0.092373184,841.5,855.2,59.252,42.08,42.117,0.065,1
0.717085933,0.129632535,0.049419517,0.086494545,832,821.3,86.651,42.08,42.045,0.061,1
0.561355459,0.231848045,0.070150422,0.108062897,851.5,845.2,60.653,41.94,41.902,0.065,1
0.703383123,0.130101443,0.053291171,0.095351539,841,841.1,51.382,41.57,41.57,0.07,1
0.730698144,0.125374767,0.046881666,0.078381775,891.5,887.1,55.162,41.425,41.422,0.164,1
0.735490013,0.120924784,0.046072743,0.081268542,910.5,889.1,68.023,41.35,41.35,0.106,1
0.738614919,0.130333571,0.044751294,0.068854858,901.5,903.1,58.955,41.13,41.168,0.12,1
0.731254739,0.152600528,0.03749706,0.063909317,921.5,885.2,88.445,41.13,41.13,0.07,1
0.757290805,0.120799827,0.04251132,0.065500171,881,875,76.446,42.595,42.488,0.974,1
0.78075281,0.08481412,0.035490766,0.080777357,811.5,789.1,113.007,44.79,45.012,0.728,1
0.727734208,0.129777979,0.048775399,0.077887247,831,811,100.639,49.78,49.56,1.168,1
0.713188341,0.147837696,0.052868416,0.071949545,662,681.3,67.915,52.785,52.678,0.522,1
0.652222775,0.170502643,0.058970469,0.097547661,891.5,879.2,50.884,54.47,54.435,0.642,1
0.733882068,0.116552433,0.04884616,0.082963234,841.5,849.3,56.03,56.52,56.595,0.4,1
0.707891004,0.117694551,0.069557939,0.08640382,811.5,817.2,77.988,57.55,57.515,0.35,1
0.814280515,0.086307851,0.032746782,0.053722824,831,811.3,83.751,58.36,58.358,0.103,1
0.729567247,0.130974442,0.049209977,0.073076355,820.5,789.2,102.183,58.65,58.65,0.106,1
0.744692251,0.111349762,0.046721894,0.078167979,831,819.2,94.853,58.065,58.137,0.561,1
0.720557121,0.129137681,0.049327573,0.084736688,861,839.3,88.122,57.035,56.998,0.19,1
0.713060239,0.138181118,0.052311001,0.079972173,791,803.2,135.704,56.23,56.122,0.43,1
0.755017125,0.103153162,0.042721131,0.08123827,801.5,813.2,98.425,54.33,54.292,0.544,1
0.736502267,0.099417453,0.049044052,0.092705976,831,802.9,89.066,51.17,51.317,1.092,1
0.768024924,0.09166387,0.046512094,0.08002609,890.5,877,102.627,48.755,48.828,0.538,1
0.775512251,0.083014143,0.043882419,0.07874287,871,853.3,87.687,47.14,47.065,0.498,1
0.724791436,0.117245433,0.049998836,0.090666802,821,821.3,92.348,45.455,45.49,0.28,1
0.690943996,0.086058291,0.057312699,0.136529027,820.5,827.2,93.712,44.28,44.318,0.282,1
0.753855799,0.095731991,0.043371568,0.086411942,902,899.2,52.4,43.77,43.66,0.238,1
0.715668089,0.104067098,0.045853307,0.113908448,861,853.1,72.758,43.185,43.182,0.164,1
0.756144673,0.081573856,0.046779189,0.097749717,920.5,903.3,63.649,42.815,42.778,0.19,1
0.763513162,0.109321727,0.039837048,0.074125756,891.5,871.2,83.478,42.38,42.305,0.13,1
0.654578855,0.118004787,0.069450455,0.130349531,891,847.2,105.499,42.01,42.01,0.163,1
0.738994713,0.095753011,0.057651934,0.090177171,881,851.3,110.971,41.715,41.718,0.164,1
0.699856666,0.122453197,0.054313418,0.102792821,931,905.4,52.244,41.495,41.458,0.19,1
0.690035174,0.134874021,0.060810309,0.094989945,901,877.3,59.22,41.275,41.24,0.121,1
0.788331178,0.072184843,0.038718761,0.083746942,891.5,875.3,97.898,41.06,41.095,0.061,1
0.778235521,0.095464354,0.038258442,0.073460752,880,827.3,123.875,46.625,45.93,3.052,1
0.738758361,0.101515645,0.048629692,0.091992753,911,891.3,81.769,51.685,51.65,0.77,1
0.749829855,0.10869219,0.039954864,0.081457937,921.5,895.3,60.628,53.445,53.555,0.534,1
0.740277429,0.106218095,0.042998292,0.092164594,881.5,899.1,41.198,56.525,56.415,0.777,1
0.683346699,0.104877411,0.074883372,0.115088362,861.5,861.3,52.881,57.77,57.735,0.192,1
0.6659888,0.148575238,0.06124697,0.101880167,881.5,867.3,116.879,58.285,58.282,0.164,1
0.694334508,0.123107054,0.053677462,0.107224241,901.5,885.2,75.092,58.36,58.285,0.13,1
0.687690575,0.120668355,0.049958963,0.117825397,901.5,899.1,51.853,58.575,58.612,0.124,1
0.69117222,0.109583145,0.06032669,0.112456738,822,847.778,57.84,58.72,58.72,0.22,1
0.668746964,0.118984246,0.064381113,0.121887396,741,768,116.905,58.87,58.87,0.07,1
0.717813233,0.125033967,0.048312197,0.090464382,921,903.556,59.874,58.94,58.905,0.061,1
0.533259917,0.131962666,0.077378652,0.21206106,861,863.444,53.658,58.87,58.87,0.07,1
0.765485659,0.095967702,0.037936506,0.0847091,762,765.667,45.08,58.94,58.94,0,1
0.712518249,0.10925443,0.057782259,0.098707434,822,841.222,74.061,58.94,58.94,0,1
0.649621116,0.117640873,0.068406625,0.136166887,842,825.667,115.281,58.94,58.94,0,1
0.720222803,0.110312405,0.048005606,0.099431187,781,790.111,134.699,58.94,58.94,0,1
0.584858469,0.184788643,0.071793223,0.126608392,801,849.2,93.236,62.17,62.215,0.069,2
0.604487678,0.164485051,0.068961874,0.135387766,1020,993,104.194,62.17,62.155,0.045,2
0.523303154,0.241152948,0.073311282,0.133203229,922,969.4,76.904,62.17,62.11,0.073,2
0.599869253,0.163435369,0.066776586,0.142795558,941,953.2,39.235,62.17,62.2,0.09,2
0.581496746,0.166702162,0.070394461,0.150694403,941,933,68.355,62.17,62.17,0.067,2
0.599059136,0.167565599,0.070377567,0.131817713,920,957.2,90.918,62.245,62.245,0.075,2
0.534895557,0.154120715,0.083404535,0.18404233,982,985.4,69.893,62.17,62.185,0.045,2
0.537481542,0.136286374,0.100354073,0.181641596,922,945.2,46.201,62.17,62.215,0.069,2
0.62027701,0.167798179,0.069417228,0.114596231,882,881,49.566,62.245,62.215,0.117,2
0.623596679,0.144451608,0.078410511,0.126983977,1001,981.2,80.797,62.17,62.215,0.096,2
0.588514801,0.134095572,0.07319966,0.169915145,980,953.2,65.021,62.17,62.2,0.112,2
0.629024438,0.167844553,0.075856744,0.103079806,941,953.2,63.713,62.17,62.155,0.081,2
0.589108049,0.210943786,0.071032135,0.103809178,922,925.2,48.321,62.17,62.17,0.067,2
0.592138103,0.138732781,0.091003854,0.150039928,942,945.2,76.987,62.17,62.17,0.067,2
0.690782526,0.134171622,0.065916908,0.088746526,881,925.4,110.73,62.17,62.23,0.073,2
0.510856691,0.128922745,0.069100144,0.234911583,861,844.8,93.604,62.17,62.215,0.096,2
0.51842357,0.153016608,0.080744504,0.199645784,881,929.4,111.148,62.17,62.215,0.096,2
0.579926848,0.166637669,0.070496062,0.154085736,881,893.2,48.201,62.32,62.26,0.073,2
0.570392425,0.173640545,0.08075607,0.146767872,922,925.4,71.982,62.17,62.215,0.069,2
0.62249474,0.157179701,0.076564486,0.11705308,981,969.2,51.817,62.17,62.23,0.073,2
0.463710232,0.147252205,0.099026834,0.238052402,941,925.4,34.714,62.095,62.095,0.075,2
0.672313625,0.12679886,0.054910898,0.121609552,1002,1033.2,47.789,62.02,62.051,0.088,2
0.563747878,0.160096502,0.080062762,0.163029166,1001,997.4,62.637,62.02,62.006,0.042,2
0.634145611,0.127755976,0.074714234,0.134942526,1021,1001.2,41.571,61.95,61.95,0.07,2
0.516498397,0.171531714,0.08460715,0.184752834,922,925.2,51.211,61.88,61.922,0.064,2
0.612810582,0.147728492,0.081686722,0.123733429,1002,1009.4,77.575,61.88,61.921,0.092,2
0.660528019,0.127385345,0.068324248,0.115041185,921,933.2,90.309,62.02,61.979,0.092,2
0.573020927,0.168929451,0.08804857,0.139615936,962,949.2,86.377,61.88,61.936,0.069,2
0.555247766,0.155317178,0.06386205,0.185108241,901,893.4,116.51,62.02,62.007,0.077,2
0.641049258,0.121859553,0.06358261,0.142328803,861,865,93.295,61.88,61.908,0.056,2
0.590163862,0.184450926,0.070792725,0.123467863,882,885.4,123.341,61.88,61.922,0.064,2
0.537668162,0.137382491,0.096781918,0.180473106,1020,1028.8,154.906,62.02,61.964,0.069,2
0.659460638,0.122272325,0.060129018,0.127483917,1161,1073.4,189.881,62.02,61.964,0.069,2
0.727711736,0.122372486,0.044198473,0.0884579,1102,1113.6,103.392,61.88,61.922,0.064,2
0.475335129,0.115708409,0.075578344,0.268629301,1061,1049.2,59.911,62.02,61.978,0.064,2
0.393288787,0.139058767,0.111580431,0.289688701,1061,1013.4,126.738,62.02,61.978,0.064,2
0.559511862,0.145787335,0.079684461,0.17421613,882,957.4,241.668,61.88,61.922,0.064,2
0.49766509,0.190862245,0.070158086,0.198201133,1001,1029.2,119.185,62.02,61.979,0.092,2
0.453251754,0.123318515,0.09900448,0.256601593,1042,993.4,164.944,62.02,62.007,0.077,2
0.638126249,0.130592775,0.06530599,0.13388221,1040,1045.2,128.09,62.02,61.994,0.108,2
0.699797598,0.121724488,0.06359934,0.094007116,1040,1017.4,127.89,62.02,62.006,0.042,2
0.631755487,0.162656039,0.058583826,0.122249415,1120,1073.2,143.345,62.02,62.02,0,2
0.681120921,0.147200105,0.062848886,0.088133753,841,821,42.052,62.02,62.051,0.088,2
0.562569281,0.142953101,0.067316808,0.186552008,880,841.4,50.603,62.02,62.007,0.077,2
0.690763514,0.140435977,0.049744236,0.097327475,861,869,81.978,62.02,62.08,0.073,2
0.673261424,0.149106973,0.053694095,0.097160753,902,877.6,52.66,62.02,62.035,0.045,2
0.489446218,0.152249508,0.094743778,0.220069813,941,909,61.449,62.02,62.05,0.06,2
0.463516656,0.163674266,0.10339754,0.219882885,961,985.4,73.137,62.02,62.035,0.045,2
0.546686063,0.148862091,0.077948371,0.179163127,802,893.4,198.229,62.095,62.095,0.075,2
0.604678862,0.109482077,0.068404133,0.173196965,981,917,142.831,62.02,62.051,0.088,2
0.63427622,0.137883644,0.072226585,0.128701333,861,857.2,103.006,62.02,62.05,0.06,2
0.481625692,0.156760217,0.08054583,0.227455402,941,957.2,92.142,62.02,62.051,0.088,2
0.419823726,0.142365301,0.102026706,0.279264868,960,917,57.135,62.02,62.08,0.073,2
0.583658456,0.168667836,0.078310753,0.138055374,961,965.2,114.397,62.17,62.125,0.096,2
0.656134398,0.138242709,0.063520245,0.117593881,901,893.2,77.533,62.17,62.17,0.095,2
0.632996983,0.122650153,0.07641818,0.140416208,961,973.2,46.598,61.14,61.186,0.956,2
0.47658214,0.119807071,0.092807712,0.249031486,942,945.2,88.221,60.26,60.26,0,2
0.423709325,0.142719709,0.097478965,0.278310372,1042,1025,228.351,60.26,60.218,0.064,2
0.494652073,0.153239863,0.079168476,0.215997647,1061,1061.4,76.842,60.26,60.246,0.042,2
0.543732536,0.191639904,0.079405434,0.148986608,981,1029,84.43,60.26,60.204,0.069,2
0.562190423,0.152756009,0.076228754,0.17146166,1060,1065,44.1,60.19,60.19,0.07,2
0.653215695,0.106494756,0.075509821,0.135448498,861,921.2,120.864,60.19,60.19,0.07,2
0.532576944,0.130949129,0.083534909,0.208328927,921,893.4,166.681,60.26,60.218,0.064,2
0.627640393,0.158220658,0.068655383,0.118788451,841,909.4,168.552,60.26,60.232,0.056,2
0.654482826,0.146153096,0.066812616,0.110734354,1102,1105.6,95.307,60.26,60.218,0.064,2
0.542010119,0.129136622,0.078882429,0.207230669,941,937.6,151.068,60.12,60.176,0.069,2
0.437334301,0.139718895,0.101278314,0.263453955,1001,1005.4,136.312,60.12,60.162,0.064,2
0.469685544,0.131482081,0.100689659,0.237592843,902,929.2,96.485,60.19,60.19,0.07,2
0.47041048,0.168229675,0.092839462,0.213349768,1121,1097.4,191.468,60.19,60.19,0.07,2
0.637050811,0.185783677,0.064007769,0.092848449,822,877.2,120.076,60.19,60.19,0.07,2
0.512534003,0.192546582,0.068112199,0.186900959,1121,1001.6,194.402,60.26,60.232,0.056,2
0.647253607,0.144665577,0.062050802,0.117133802,962,985.4,167.228,60.26,60.218,0.064,2
0.609415558,0.1277419,0.070794742,0.160775791,1201,1177.4,102.193,60.26,60.232,0.056,2
0.737010162,0.118360393,0.051986707,0.07698435,841,885,196.694,60.26,60.26,0,2
0.584243262,0.158221961,0.063584283,0.158295244,961,993.2,107.645,60.26,60.261,0.065,2
0.607857918,0.153220842,0.071482456,0.139569143,1021,1037.2,120.937,60.26,60.261,0.065,2
0.671964957,0.11675907,0.066934007,0.12122711,1002,985.2,192.912,60.26,60.26,0,2
0.710394325,0.145429091,0.043274845,0.082153243,861,881.4,70.882,60.26,60.305,0.069,2
0.550017066,0.132218347,0.069732817,0.201212849,962,969.2,172.55,60.26,60.32,0.073,2
0.466858078,0.14410319,0.095429574,0.23590509,761,873.2,184.27,60.41,60.365,0.069,2
0.417096506,0.155155067,0.096775984,0.28002431,841,869.2,68.036,60.41,60.38,0.06,2
0.528947575,0.157550634,0.079772168,0.192715612,1001,1009.4,54.57,60.41,60.41,0.067,2
0.672687259,0.138297463,0.063223167,0.101244697,1001,977.2,38.597,60.41,60.44,0.06,2
0.654493273,0.141669083,0.061678915,0.114998888,961,953.4,159.018,60.41,60.395,0.081,2
0.705518156,0.158873728,0.051545484,0.069427022,981,1001.2,139.514,60.41,60.425,0.045,2
0.705270455,0.154586427,0.056555738,0.069003161,942,953.6,129.776,60.41,60.425,0.045,2
0.559456165,0.120068533,0.078604305,0.199100527,981,1005,155.642,60.41,60.395,0.045,2
0.688591159,0.126693908,0.049097308,0.10959823,781,889.2,185.658,60.41,60.425,0.045,2
0.521616062,0.134799017,0.098930218,0.199018621,1081,1073.4,65.35,60.41,60.41,0,2
0.505383754,0.181489103,0.07826086,0.192005506,882,901,80.503,60.41,60.425,0.045,2
0.415329923,0.130374205,0.098934685,0.291912026,1062,1077.6,97.719,60.41,60.41,0.067,2
0.64992694,0.148094771,0.061726554,0.115499518,941,901,74.833,60.41,60.35,0.073,2
0.623895554,0.111140939,0.072458134,0.157411484,722,789.8,146.354,60.335,60.335,0.075,2
0.676447871,0.147385174,0.055439527,0.097850313,862,865.6,105.392,60.26,60.32,0.073,2
0.705812245,0.140242506,0.061144196,0.075562426,1001,981,110.995,60.41,60.365,0.069,2
0.350595312,0.159641633,0.119809618,0.292070421,722,861.6,195.449,60.26,60.29,0.06,2
0.576085429,0.146842357,0.065252663,0.175481877,861,917.2,181.511,60.26,60.275,0.045,2
0.620881725,0.149539323,0.066928016,0.134044378,881,929,188.426,60.26,60.26,0,2
0.500143149,0.180098813,0.096637028,0.188893626,821,913.4,197.44,60.26,60.29,0.06,2
0.461013377,0.162745195,0.115678464,0.218823753,881,829.4,98.03,60.26,60.275,0.045,2
0.550066614,0.136043373,0.074199826,0.196897385,882,953.4,157.552,60.26,60.276,0.079,2
0.641009128,0.140567344,0.067888631,0.122307,1002,989.4,127.915,60.26,60.276,0.079,2
0.568637659,0.127411065,0.070234855,0.191584789,882,877.4,133.669,60.26,60.233,0.086,2
0.421892924,0.139609378,0.096315335,0.276032635,821,845.4,136.254,60.26,60.232,0.056,2
0.530257165,0.153015032,0.097126822,0.181957915,982,945.6,141.15,60.26,60.26,0,2
0.535162782,0.101895976,0.081837088,0.230038151,901,925,58.723,60.26,60.29,0.06,2
0.444127442,0.159498715,0.101689703,0.241440602,841,825.4,83.265,60.26,60.29,0.06,2
0.457091458,0.156629967,0.093424901,0.243792422,901,985.2,184.605,60.26,60.276,0.079,2
0.586361884,0.128465797,0.077500992,0.16989577,801,821.4,82.561,60.26,60.29,0.06,2
0.563376062,0.145799818,0.077300757,0.175576956,742,733.2,27.636,60.335,60.335,0.075,2
0.509712302,0.169678955,0.064884402,0.215412127,760,793,118.425,60.335,60.335,0.075,2
0.610699474,0.155867369,0.063080837,0.136562026,882,909.4,157.588,61.44,61.38,0.073,2
0.586767181,0.119399158,0.0690001,0.184786218,1041,1009,191.249,61.29,61.32,0.06,2
0.479447123,0.118722624,0.088365695,0.255440797,921,898,142.015,61.44,61.409,0.088,2
0.609306358,0.15129162,0.072780557,0.134049798,862,853.2,101.685,61.44,61.394,0.094,2
0.593331971,0.100527063,0.067843812,0.196447512,981,929,128.469,61.44,61.425,0.045,2
0.656012222,0.113954854,0.056287274,0.141802062,901,897.4,31.929,61.44,61.409,0.088,2
0.543106434,0.166565734,0.072070268,0.178813369,840,849,46.656,61.44,61.425,0.045,2
0.668869959,0.139999464,0.059906035,0.105071334,801,809,48.419,61.44,61.454,0.042,2
0.495709878,0.126376466,0.085014839,0.23094591,981,929.2,64.164,61.44,61.425,0.045,2
0.408769451,0.119607375,0.092196813,0.308067513,882,861.2,50.677,61.44,61.439,0.065,2
0.461114267,0.145041125,0.085820405,0.253795794,941,909,51.85,61.44,61.439,0.065,2
0.575233613,0.156540506,0.080446779,0.155905284,1021,1021.4,66.093,61.58,61.553,0.086,2
0.610972988,0.146066064,0.068589552,0.14472796,961,933.2,107.31,61.58,61.64,0.073,2
0.62592706,0.177485818,0.064807468,0.107515584,842,833.2,48.367,61.73,61.715,0.105,2
