Rdelta,Rtheta,Ralpha,Rbeta,MedianNN,MeanNN,SDNN,MedianX,MeanX,SDX,Class
0.542540871,0.137433871,0.06582681,0.206544309,922,909.2,100.306,61.73,61.745,0.081,2
0.6199871,0.104243314,0.067458988,0.166861693,941,941,48.99,61.88,61.85,0.06,2
0.626743607,0.123757423,0.069499627,0.145940047,941,933.2,41.126,61.88,61.834,0.094,2
0.566833086,0.14881817,0.071769286,0.174565546,1002,1029,117.237,61.88,61.85,0.06,2
0.399847248,0.145225821,0.092804414,0.288446308,982,1009.2,100.744,61.88,61.908,0.056,2
0.555488201,0.136001801,0.0845151,0.180990574,942,933.4,85.549,62.02,61.964,0.069,2
0.633769148,0.118477375,0.065806062,0.15365781,941,957.2,187.131,62.02,62.021,0.065,2
0.663767852,0.144000518,0.061773172,0.10721759,921,961.2,121.394,62.02,61.978,0.064,2
0.703518279,0.147063643,0.062275667,0.071416531,942,985.4,159.44,62.02,62.08,0.073,2
0.577833262,0.123025966,0.085904455,0.178444713,920,893.2,111.336,62.17,62.187,0.085,2
0.621229734,0.137438219,0.079152048,0.132329391,781,849.4,219.203,62.17,62.203,0.062,2
0.712409814,0.113781605,0.059989185,0.093759248,921,969.4,100.528,62.02,62.071,0.098,2
0.703323953,0.10019265,0.0746864,0.102191973,941,981.2,164.317,62.17,62.203,0.118,2
0.64001757,0.131328448,0.078987311,0.122664583,762,793.2,57.301,62.32,62.253,0.075,2
0.685337421,0.118819031,0.068639772,0.104770878,722,741.2,45.521,62.32,62.32,0,2
0.501768779,0.153637675,0.092134262,0.207419094,762,797,64.872,62.32,62.269,0.098,2
0.586926668,0.191629314,0.068464466,0.125141731,842,877.2,74.093,62.17,62.203,0.062,2
0.422698119,0.134978536,0.08762354,0.2876225,981,953.2,34.574,62.17,62.153,0.047,2
0.415585544,0.139657934,0.099069491,0.284393617,960,973.2,111.408,62.17,62.153,0.047,2
0.529114936,0.153782678,0.069947932,0.205588224,961,941,171.559,62.17,62.12,0.1,2
0.616370844,0.154054053,0.060682638,0.139543033,901,901,115.553,62.02,62.087,0.075,2
0.682148634,0.129012535,0.054098379,0.109588873,882,921,124.55,62.17,62.103,0.075,2
0.707675745,0.13678699,0.049979023,0.084881856,1022,965.2,99.23,62.17,62.187,0.047,2
0.657336761,0.143831913,0.063946952,0.113394501,981,981.2,52.232,62.17,62.103,0.075,2
0.523746051,0.108310717,0.085479243,0.220095027,962,985.4,68.855,62.17,62.187,0.047,2
0.435527944,0.105850523,0.091803407,0.300438276,921,929.2,60.241,62.17,62.137,0.094,2
0.572315923,0.119563682,0.082227719,0.184692116,1042,1025.4,49.609,62.02,62.037,0.047,2
0.606260503,0.153190252,0.068721251,0.14207199,962,977.2,83.344,61.88,61.942,0.07,2
0.609682368,0.149673182,0.074151413,0.138796406,882,885.2,40.385,61.73,61.747,0.047,2
0.651933877,0.137768932,0.06275296,0.122639319,962,957.4,135.068,61.73,61.713,0.085,2
0.629041411,0.163796078,0.070814966,0.110646321,1061,1041.2,56.499,61.73,61.73,0,2
0.501574961,0.13911555,0.092939256,0.21904574,1061,1041.4,45.169,61.73,61.747,0.047,2
0.560422981,0.13604327,0.076509579,0.186763276,922,929.2,100.065,61.73,61.73,0,2
0.71783971,0.12413367,0.052389007,0.085365735,941,909.6,136.816,61.73,61.73,0.071,2
0.645755123,0.1446306,0.0735697,0.108637269,962,953,37.64,61.73,61.68,0.071,2
0.638342807,0.181817781,0.06721261,0.092435292,882,885.4,87.344,61.73,61.78,0.1,2
0.542326665,0.130458466,0.082757945,0.196572941,1061,1061.4,96.421,61.73,61.78,0.071,2
0.496603484,0.114289136,0.096337383,0.232319086,1102,1109.4,72.124,61.88,61.959,0.098,2
0.591873348,0.137534612,0.081697134,0.152886701,1042,1041.4,130.6,62.02,62.053,0.062,2
0.587307269,0.101459449,0.076138993,0.192160947,821,837.2,130.177,62.17,62.137,0.062,2
0.689179775,0.12541536,0.055007954,0.107010118,901,909.2,92.547,62.17,62.137,0.062,2
0.727390809,0.135157375,0.05266604,0.069765785,981,949.6,55.701,62.02,62.071,0.098,2
0.711415304,0.126362455,0.060441734,0.081652082,941,921.2,102.451,62.17,62.12,0.071,2
0.5546441,0.120323938,0.07850006,0.198210557,941,1005.2,113.272,62.17,62.187,0.047,2
0.507628113,0.160027625,0.073251876,0.214461393,982,973.8,65.521,62.17,62.187,0.085,2
0.486509844,0.134289454,0.078292443,0.251386844,822,817,23.503,62.32,62.269,0.098,2
0.336062623,0.165285991,0.115331128,0.311817149,981,1001.4,202.84,62.17,62.237,0.075,2
0.593584227,0.189826858,0.06178814,0.124788977,761,785,42.708,62.32,62.269,0.098,2
0.647846013,0.149716321,0.0670925,0.10911005,802,793,29.806,62.32,62.32,0,2
0.394356832,0.140540382,0.105185066,0.291494537,821,825,32.006,62.32,62.303,0.047,2
0.578924375,0.119587495,0.077366528,0.180292556,882,861.2,51.152,62.17,62.17,0.1,2
0.634054461,0.137984861,0.066948843,0.126943649,941,917.4,39.444,62.02,62.07,0.071,2
0.694214177,0.145853352,0.063082992,0.07646107,822,845,73.051,62.02,62.021,0.068,2
0.451965596,0.12954222,0.089507243,0.265263872,921,881.2,117.271,62.02,62.004,0.044,2
0.669281855,0.125088378,0.061517896,0.117684193,801,821,55.136,62.02,62.021,0.068,2
0.59199435,0.166318939,0.080613585,0.134321232,822,813,29.806,62.02,62.006,0.082,2
0.366604981,0.146299051,0.115708332,0.307179338,922,905.2,55.772,62.02,62.021,0.068,2
0.637736034,0.138628151,0.074545712,0.12273605,941,909,89.4,62.02,62.038,0.083,2
0.432954155,0.14137093,0.092879741,0.268327606,861,861.2,52.465,62.02,62.006,0.082,2
0.685006439,0.135173411,0.054944173,0.101749984,902,933.4,48.57,62.02,61.958,0.07,2
0.638669898,0.163577234,0.065939167,0.112090652,881,869.2,54.231,61.88,61.91,0.09,2
0.676118853,0.149964096,0.067184948,0.088861334,961,989.2,98.777,61.88,61.879,0.068,2
0.578272152,0.160781386,0.091429173,0.138030428,941,937.4,37.033,61.88,61.91,0.09,2
0.648464841,0.16299116,0.072381333,0.093643994,941,917.2,63.701,61.88,61.896,0.044,2
0.686317379,0.143583381,0.065429532,0.085564709,861,909.2,103.019,61.88,61.862,0.083,2
0.555807132,0.131846535,0.075628723,0.190745408,960,901.4,101.236,61.88,61.879,0.068,2
0.452617331,0.154536723,0.097000164,0.233127982,862,877.6,63.726,61.88,61.896,0.044,2
0.724824608,0.129961268,0.049806136,0.074315692,861,849,81.243,61.88,61.911,0.058,2
0.492300441,0.102443469,0.084319672,0.265550266,782,801.4,63.057,61.88,61.942,0.07,2
0.552589976,0.131160567,0.080711721,0.190716822,821,877.2,150.179,61.88,61.927,0.066,2
0.559686212,0.146958312,0.066271369,0.182378943,822,825.4,67.447,61.88,61.942,0.07,2
0.609660606,0.141720667,0.068912727,0.145516421,901,949.2,171.527,62.02,61.989,0.058,2
0.553961999,0.155112545,0.080096056,0.166825439,902,973.2,108.385,61.88,61.894,0.082,2
0.578839036,0.158061426,0.082554696,0.147825639,841,889.6,86.203,61.88,61.942,0.07,2
0.378873277,0.143806511,0.115931029,0.290938529,842,861.2,68.881,62.02,61.941,0.098,2
0.558331088,0.135269872,0.085686873,0.180798572,862,861.4,97.202,62.02,61.958,0.07,2
0.583047897,0.129190017,0.076399264,0.172763881,881,909,64.377,61.88,61.926,0.137,2
0.650476463,0.147379535,0.064572614,0.113902521,1121,1129.2,127.426,61.88,61.926,0.096,2
0.716684065,0.116265725,0.054998798,0.092290237,881,849.4,109.26,62.02,62.022,0.138,2
0.682196513,0.127169048,0.065353526,0.101920543,720,833,158.746,62.02,62.058,0.18,2
0.63472644,0.175835286,0.066028413,0.099074851,901,885.2,73.202,62.02,61.974,0.096,2
0.434631746,0.141553314,0.094463093,0.269835974,921,909.4,34.783,61.88,61.942,0.07,2
0.595028808,0.144445507,0.07585759,0.157495305,901,865.2,54.466,61.88,61.942,0.12,2
0.594317921,0.159887966,0.085706045,0.131786242,871.5,861,54.41,61.88,61.86,0.145,2
0.568630472,0.151259653,0.076363493,0.166884931,861,861.25,62.93,61.88,61.893,0.107,2
0.60923712,0.124141514,0.078470184,0.154222326,841,841.25,86.372,62.02,62.04,0.145,2
0.517729193,0.174164402,0.098492498,0.174834626,872,866.25,61.018,62.02,62.058,0.18,2
0.543249958,0.200384514,0.081893802,0.143221869,941,921.5,61.65,62.02,61.941,0.17,2
0.369714189,0.148220338,0.095039839,0.31788006,1011,1006.25,29.38,62.02,61.957,0.098,2
0.462127635,0.148076069,0.090568457,0.241736514,1051,1041.5,50.801,62.02,61.908,0.133,2
0.486610602,0.146998002,0.099422564,0.223709613,981.5,981.5,88.996,61.88,61.846,0.135,2
0.701031879,0.138174838,0.053305668,0.087402855,951.5,916.25,128.288,61.88,61.959,0.139,2
0.669308773,0.136828902,0.067376699,0.101618447,1031,971.5,109.728,61.73,61.746,0.129,2
0.657079767,0.128861326,0.071409491,0.119700436,961,951,114.455,61.88,61.829,0.121,2
0.603854447,0.133357294,0.073054557,0.158545871,1071,1056.25,170.844,61.88,61.91,0.636,2
0.406806046,0.133039721,0.110836366,0.278098631,1031,1061.25,83.428,62.61,62.203,0.699,2
