Rdelta,Rtheta,Ralpha,Rbeta,MedianNN,MedianX,Class
0.763513162,0.109321727,0.039837048,0.074125756,891.5,42.38,1
0.654578855,0.118004787,0.069450455,0.130349531,891,42.01,1
0.738994713,0.095753011,0.057651934,0.090177171,881,41.715,1
0.699856666,0.122453197,0.054313418,0.102792821,931,41.495,1
0.690035174,0.134874021,0.060810309,0.094989945,901,41.275,1
0.788331178,0.072184843,0.038718761,0.083746942,891.5,41.06,1
0.778235521,0.095464354,0.038258442,0.073460752,880,46.625,1
0.738758361,0.101515645,0.048629692,0.091992753,911,51.685,1
0.749829855,0.10869219,0.039954864,0.081457937,921.5,53.445,1
0.740277429,0.106218095,0.042998292,0.092164594,881.5,56.525,1
0.683346699,0.104877411,0.074883372,0.115088362,861.5,57.77,1
0.6659888,0.148575238,0.06124697,0.101880167,881.5,58.285,1
0.694334508,0.123107054,0.053677462,0.107224241,901.5,58.36,1
0.687690575,0.120668355,0.049958963,0.117825397,901.5,58.575,1
0.69117222,0.109583145,0.06032669,0.112456738,822,58.72,1
0.668746964,0.118984246,0.064381113,0.121887396,741,58.87,1
0.717813233,0.125033967,0.048312197,0.090464382,921,58.94,1
0.533259917,0.131962666,0.077378652,0.21206106,861,58.87,1
0.765485659,0.095967702,0.037936506,0.0847091,762,58.94,1
0.712518249,0.10925443,0.057782259,0.098707434,822,58.94,1
0.649621116,0.117640873,0.068406625,0.136166887,842,58.94,1
0.720222803,0.110312405,0.048005606,0.099431187,781,58.94,1
0.584858469,0.184788643,0.071793223,0.126608392,801,62.17,2
0.604487678,0.164485051,0.068961874,0.135387766,1020,62.17,2
0.523303154,0.241152948,0.073311282,0.133203229,922,62.17,2
0.599869253,0.163435369,0.066776586,0.142795558,941,62.17,2
0.581496746,0.166702162,0.070394461,0.150694403,941,62.17,2
0.599059136,0.167565599,0.070377567,0.131817713,920,62.245,2
0.534895557,0.154120715,0.083404535,0.18404233,982,62.17,2
0.537481542,0.136286374,0.100354073,0.181641596,922,62.17,2
0.62027701,0.167798179,0.069417228,0.114596231,882,62.245,2
0.623596679,0.144451608,0.078410511,0.126983977,1001,62.17,2
0.588514801,0.134095572,0.07319966,0.169915145,980,62.17,2
0.629024438,0.167844553,0.075856744,0.103079806,941,62.17,2
0.589108049,0.210943786,0.071032135,0.103809178,922,62.17,2
0.592138103,0.138732781,0.091003854,0.150039928,942,62.17,2
0.690782526,0.134171622,0.065916908,0.088746526,881,62.17,2
0.510856691,0.128922745,0.069100144,0.234911583,861,62.17,2
0.51842357,0.153016608,0.080744504,0.199645784,881,62.17,2
0.579926848,0.166637669,0.070496062,0.154085736,881,62.32,2
0.570392425,0.173640545,0.08075607,0.146767872,922,62.17,2
0.62249474,0.157179701,0.076564486,0.11705308,981,62.17,2
0.463710232,0.147252205,0.099026834,0.238052402,941,62.095,2
0.672313625,0.12679886,0.054910898,0.121609552,1002,62.02,2
0.563747878,0.160096502,0.080062762,0.163029166,1001,62.02,2
0.634145611,0.127755976,0.074714234,0.134942526,1021,61.95,2
0.516498397,0.171531714,0.08460715,0.184752834,922,61.88,2
0.612810582,0.147728492,0.081686722,0.123733429,1002,61.88,2
0.660528019,0.127385345,0.068324248,0.115041185,921,62.02,2
0.573020927,0.168929451,0.08804857,0.139615936,962,61.88,2
0.555247766,0.155317178,0.06386205,0.185108241,901,62.02,2
0.641049258,0.121859553,0.06358261,0.142328803,861,61.88,2
0.590163862,0.184450926,0.070792725,0.123467863,882,61.88,2
0.537668162,0.137382491,0.096781918,0.180473106,1020,62.02,2
0.659460638,0.122272325,0.060129018,0.127483917,1161,62.02,2
0.727711736,0.122372486,0.044198473,0.0884579,1102,61.88,2
0.475335129,0.115708409,0.075578344,0.268629301,1061,62.02,2
0.393288787,0.139058767,0.111580431,0.289688701,1061,62.02,2
0.559511862,0.145787335,0.079684461,0.17421613,882,61.88,2
0.49766509,0.190862245,0.070158086,0.198201133,1001,62.02,2
0.453251754,0.123318515,0.09900448,0.256601593,1042,62.02,2
0.638126249,0.130592775,0.06530599,0.13388221,1040,62.02,2
0.699797598,0.121724488,0.06359934,0.094007116,1040,62.02,2
0.631755487,0.162656039,0.058583826,0.122249415,1120,62.02,2
0.681120921,0.147200105,0.062848886,0.088133753,841,62.02,2
0.562569281,0.142953101,0.067316808,0.186552008,880,62.02,2
0.690763514,0.140435977,0.049744236,0.097327475,861,62.02,2
0.673261424,0.149106973,0.053694095,0.097160753,902,62.02,2
0.489446218,0.152249508,0.094743778,0.220069813,941,62.02,2
0.463516656,0.163674266,0.10339754,0.219882885,961,62.02,2
0.546686063,0.148862091,0.077948371,0.179163127,802,62.095,2
0.604678862,0.109482077,0.068404133,0.173196965,981,62.02,2
0.63427622,0.137883644,0.072226585,0.128701333,861,62.02,2
0.481625692,0.156760217,0.08054583,0.227455402,941,62.02,2
0.419823726,0.142365301,0.102026706,0.279264868,960,62.02,2
0.583658456,0.168667836,0.078310753,0.138055374,961,62.17,2
0.656134398,0.138242709,0.063520245,0.117593881,901,62.17,2
0.632996983,0.122650153,0.07641818,0.140416208,961,61.14,2
0.47658214,0.119807071,0.092807712,0.249031486,942,60.26,2
0.423709325,0.142719709,0.097478965,0.278310372,1042,60.26,2
0.494652073,0.153239863,0.079168476,0.215997647,1061,60.26,2
0.543732536,0.191639904,0.079405434,0.148986608,981,60.26,2
0.562190423,0.152756009,0.076228754,0.17146166,1060,60.19,2
0.653215695,0.106494756,0.075509821,0.135448498,861,60.19,2
0.532576944,0.130949129,0.083534909,0.208328927,921,60.26,2
0.627640393,0.158220658,0.068655383,0.118788451,841,60.26,2
0.654482826,0.146153096,0.066812616,0.110734354,1102,60.26,2
0.542010119,0.129136622,0.078882429,0.207230669,941,60.12,2
0.437334301,0.139718895,0.101278314,0.263453955,1001,60.12,2
0.469685544,0.131482081,0.100689659,0.237592843,902,60.19,2
0.47041048,0.168229675,0.092839462,0.213349768,1121,60.19,2
0.637050811,0.185783677,0.064007769,0.092848449,822,60.19,2
0.512534003,0.192546582,0.068112199,0.186900959,1121,60.26,2
0.647253607,0.144665577,0.062050802,0.117133802,962,60.26,2
0.609415558,0.1277419,0.070794742,0.160775791,1201,60.26,2
0.737010162,0.118360393,0.051986707,0.07698435,841,60.26,2
0.584243262,0.158221961,0.063584283,0.158295244,961,60.26,2
0.607857918,0.153220842,0.071482456,0.139569143,1021,60.26,2
0.671964957,0.11675907,0.066934007,0.12122711,1002,60.26,2
0.710394325,0.145429091,0.043274845,0.082153243,861,60.26,2
0.550017066,0.132218347,0.069732817,0.201212849,962,60.26,2
0.466858078,0.14410319,0.095429574,0.23590509,761,60.41,2
0.417096506,0.155155067,0.096775984,0.28002431,841,60.41,2
0.528947575,0.157550634,0.079772168,0.192715612,1001,60.41,2
0.672687259,0.138297463,0.063223167,0.101244697,1001,60.41,2
0.654493273,0.141669083,0.061678915,0.114998888,961,60.41,2
0.705518156,0.158873728,0.051545484,0.069427022,981,60.41,2
0.705270455,0.154586427,0.056555738,0.069003161,942,60.41,2
0.559456165,0.120068533,0.078604305,0.199100527,981,60.41,2
0.688591159,0.126693908,0.049097308,0.10959823,781,60.41,2
0.521616062,0.134799017,0.098930218,0.199018621,1081,60.41,2
0.505383754,0.181489103,0.07826086,0.192005506,882,60.41,2
0.415329923,0.130374205,0.098934685,0.291912026,1062,60.41,2
0.64992694,0.148094771,0.061726554,0.115499518,941,60.41,2
0.623895554,0.111140939,0.072458134,0.157411484,722,60.335,2
0.676447871,0.147385174,0.055439527,0.097850313,862,60.26,2
0.705812245,0.140242506,0.061144196,0.075562426,1001,60.41,2
0.350595312,0.159641633,0.119809618,0.292070421,722,60.26,2
0.576085429,0.146842357,0.065252663,0.175481877,861,60.26,2
0.620881725,0.149539323,0.066928016,0.134044378,881,60.26,2
0.500143149,0.180098813,0.096637028,0.188893626,821,60.26,2
0.461013377,0.162745195,0.115678464,0.218823753,881,60.26,2
0.550066614,0.136043373,0.074199826,0.196897385,882,60.26,2
0.641009128,0.140567344,0.067888631,0.122307,1002,60.26,2
0.568637659,0.127411065,0.070234855,0.191584789,882,60.26,2
0.421892924,0.139609378,0.096315335,0.276032635,821,60.26,2
0.530257165,0.153015032,0.097126822,0.181957915,982,60.26,2
0.535162782,0.101895976,0.081837088,0.230038151,901,60.26,2
0.444127442,0.159498715,0.101689703,0.241440602,841,60.26,2
0.457091458,0.156629967,0.093424901,0.243792422,901,60.26,2
0.586361884,0.128465797,0.077500992,0.16989577,801,60.26,2
0.563376062,0.145799818,0.077300757,0.175576956,742,60.335,2
0.509712302,0.169678955,0.064884402,0.215412127,760,60.335,2
0.610699474,0.155867369,0.063080837,0.136562026,882,61.44,2
0.586767181,0.119399158,0.0690001,0.184786218,1041,61.29,2
0.479447123,0.118722624,0.088365695,0.255440797,921,61.44,2
0.609306358,0.15129162,0.072780557,0.134049798,862,61.44,2
0.593331971,0.100527063,0.067843812,0.196447512,981,61.44,2
0.656012222,0.113954854,0.056287274,0.141802062,901,61.44,2
0.543106434,0.166565734,0.072070268,0.178813369,840,61.44,2
0.668869959,0.139999464,0.059906035,0.105071334,801,61.44,2
0.495709878,0.126376466,0.085014839,0.23094591,981,61.44,2
0.408769451,0.119607375,0.092196813,0.308067513,882,61.44,2
0.461114267,0.145041125,0.085820405,0.253795794,941,61.44,2
0.575233613,0.156540506,0.080446779,0.155905284,1021,61.58,2
0.610972988,0.146066064,0.068589552,0.14472796,961,61.58,2
0.62592706,0.177485818,0.064807468,0.107515584,842,61.73,2
0.542540871,0.137433871,0.06582681,0.206544309,922,61.73,2
0.6199871,0.104243314,0.067458988,0.166861693,941,61.88,2
0.626743607,0.123757423,0.069499627,0.145940047,941,61.88,2
0.566833086,0.14881817,0.071769286,0.174565546,1002,61.88,2
0.399847248,0.145225821,0.092804414,0.288446308,982,61.88,2
0.555488201,0.136001801,0.0845151,0.180990574,942,62.02,2
0.633769148,0.118477375,0.065806062,0.15365781,941,62.02,2
0.663767852,0.144000518,0.061773172,0.10721759,921,62.02,2
0.703518279,0.147063643,0.062275667,0.071416531,942,62.02,2
0.577833262,0.123025966,0.085904455,0.178444713,920,62.17,2
0.621229734,0.137438219,0.079152048,0.132329391,781,62.17,2
0.712409814,0.113781605,0.059989185,0.093759248,921,62.02,2
0.703323953,0.10019265,0.0746864,0.102191973,941,62.17,2
0.64001757,0.131328448,0.078987311,0.122664583,762,62.32,2
0.685337421,0.118819031,0.068639772,0.104770878,722,62.32,2
0.501768779,0.153637675,0.092134262,0.207419094,762,62.32,2
0.586926668,0.191629314,0.068464466,0.125141731,842,62.17,2
0.422698119,0.134978536,0.08762354,0.2876225,981,62.17,2
0.415585544,0.139657934,0.099069491,0.284393617,960,62.17,2
0.529114936,0.153782678,0.069947932,0.205588224,961,62.17,2
0.616370844,0.154054053,0.060682638,0.139543033,901,62.02,2
0.682148634,0.129012535,0.054098379,0.109588873,882,62.17,2
0.707675745,0.13678699,0.049979023,0.084881856,1022,62.17,2
0.657336761,0.143831913,0.063946952,0.113394501,981,62.17,2
0.523746051,0.108310717,0.085479243,0.220095027,962,62.17,2
0.435527944,0.105850523,0.091803407,0.300438276,921,62.17,2
0.572315923,0.119563682,0.082227719,0.184692116,1042,62.02,2
0.606260503,0.153190252,0.068721251,0.14207199,962,61.88,2
0.609682368,0.149673182,0.074151413,0.138796406,882,61.73,2
0.651933877,0.137768932,0.06275296,0.122639319,962,61.73,2
0.629041411,0.163796078,0.070814966,0.110646321,1061,61.73,2
0.501574961,0.13911555,0.092939256,0.21904574,1061,61.73,2
0.560422981,0.13604327,0.076509579,0.186763276,922,61.73,2
0.71783971,0.12413367,0.052389007,0.085365735,941,61.73,2
0.645755123,0.1446306,0.0735697,0.108637269,962,61.73,2
0.638342807,0.181817781,0.06721261,0.092435292,882,61.73,2
0.542326665,0.130458466,0.082757945,0.196572941,1061,61.73,2
0.496603484,0.114289136,0.096337383,0.232319086,1102,61.88,2
0.591873348,0.137534612,0.081697134,0.152886701,1042,62.02,2
0.587307269,0.101459449,0.076138993,0.192160947,821,62.17,2
0.689179775,0.12541536,0.055007954,0.107010118,901,62.17,2
0.727390809,0.135157375,0.05266604,0.069765785,981,62.02,2
0.711415304,0.126362455,0.060441734,0.081652082,941,62.17,2
0.5546441,0.120323938,0.07850006,0.198210557,941,62.17,2
0.507628113,0.160027625,0.073251876,0.214461393,982,62.17,2
0.486509844,0.134289454,0.078292443,0.251386844,822,62.32,2
0.336062623,0.165285991,0.115331128,0.311817149,981,62.17,2
0.593584227,0.189826858,0.06178814,0.124788977,761,62.32,2
0.647846013,0.149716321,0.0670925,0.10911005,802,62.32,2
0.394356832,0.140540382,0.105185066,0.291494537,821,62.32,2
0.578924375,0.119587495,0.077366528,0.180292556,882,62.17,2
0.634054461,0.137984861,0.066948843,0.126943649,941,62.02,2
0.694214177,0.145853352,0.063082992,0.07646107,822,62.02,2
0.451965596,0.12954222,0.089507243,0.265263872,921,62.02,2
0.669281855,0.125088378,0.061517896,0.117684193,801,62.02,2
0.59199435,0.166318939,0.080613585,0.134321232,822,62.02,2
0.366604981,0.146299051,0.115708332,0.307179338,922,62.02,2
0.637736034,0.138628151,0.074545712,0.12273605,941,62.02,2
0.432954155,0.14137093,0.092879741,0.268327606,861,62.02,2
0.685006439,0.135173411,0.054944173,0.101749984,902,62.02,2
0.638669898,0.163577234,0.065939167,0.112090652,881,61.88,2
0.676118853,0.149964096,0.067184948,0.088861334,961,61.88,2
0.578272152,0.160781386,0.091429173,0.138030428,941,61.88,2
0.648464841,0.16299116,0.072381333,0.093643994,941,61.88,2
0.686317379,0.143583381,0.065429532,0.085564709,861,61.88,2
0.555807132,0.131846535,0.075628723,0.190745408,960,61.88,2
0.452617331,0.154536723,0.097000164,0.233127982,862,61.88,2
0.724824608,0.129961268,0.049806136,0.074315692,861,61.88,2
0.492300441,0.102443469,0.084319672,0.265550266,782,61.88,2
0.552589976,0.131160567,0.080711721,0.190716822,821,61.88,2
0.559686212,0.146958312,0.066271369,0.182378943,822,61.88,2
0.609660606,0.141720667,0.068912727,0.145516421,901,62.02,2
0.553961999,0.155112545,0.080096056,0.166825439,902,61.88,2
0.578839036,0.158061426,0.082554696,0.147825639,841,61.88,2
0.378873277,0.143806511,0.115931029,0.290938529,842,62.02,2
0.558331088,0.135269872,0.085686873,0.180798572,862,62.02,2
0.583047897,0.129190017,0.076399264,0.172763881,881,61.88,2
0.650476463,0.147379535,0.064572614,0.113902521,1121,61.88,2
0.716684065,0.116265725,0.054998798,0.092290237,881,62.02,2
0.682196513,0.127169048,0.065353526,0.101920543,720,62.02,2
0.63472644,0.175835286,0.066028413,0.099074851,901,62.02,2
0.434631746,0.141553314,0.094463093,0.269835974,921,61.88,2
0.595028808,0.144445507,0.07585759,0.157495305,901,61.88,2
0.594317921,0.159887966,0.085706045,0.131786242,871.5,61.88,2
0.568630472,0.151259653,0.076363493,0.166884931,861,61.88,2
0.60923712,0.124141514,0.078470184,0.154222326,841,62.02,2
0.517729193,0.174164402,0.098492498,0.174834626,872,62.02,2
0.543249958,0.200384514,0.081893802,0.143221869,941,62.02,2
0.369714189,0.148220338,0.095039839,0.31788006,1011,62.02,2
0.462127635,0.148076069,0.090568457,0.241736514,1051,62.02,2
0.486610602,0.146998002,0.099422564,0.223709613,981.5,61.88,2
0.701031879,0.138174838,0.053305668,0.087402855,951.5,61.88,2
0.669308773,0.136828902,0.067376699,0.101618447,1031,61.73,2
0.657079767,0.128861326,0.071409491,0.119700436,961,61.88,2
0.603854447,0.133357294,0.073054557,0.158545871,1071,61.88,2
0.406806046,0.133039721,0.110836366,0.278098631,1031,62.61,2
